model_name,AIME 2024,AIME 2025,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,CritPt,FrontierMath,GPQA Diamond,GSM8K,HLE (Humanity's Last Exam),HMMT Feb 2025,HMMT Nov 2025,HumanEval,IFEval,LiveBench,LiveCodeBench,MATH-500,MathArena Apex 2025,MMLU,MMLU-Pro,MMMU,MMMU-Pro,OSWorld,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Tau-Bench Retail,Terminal-Bench 2.0,Terminal-Bench 1.0
Amazon Nova Premier,42.903928168126484,47.83942872223215,-6.259367977276624,6.772785526794052,69.28895370769655,60.39410632302596,48.883203018932676,17.982421079458934,46.09238945671412,25.824172294485475,13.687650055555528,35.37455551689377,43.290043290043286,82.80749808835876,14.74774390034987,23.883376911127577,65.10618129474037,65.42056074766354,76.40653357531761,40.56088325427404,39.85920657588243,71.66123778501628,41.460425059020096,84.28571428571429,69.93425331093339,0.0,57.92236573923644,59.678704932439636,22.640539012840936,42.441372463087745,66.26890662692766,27.221172022684303,70.16215293564485,57.17135487444592,2.4162011945473933
Amazon Nova Pro,45.11349894262086,58.48481211275547,10.655976764675433,19.99867548553872,79.3958805476336,67.67437895811749,80.79796644356402,41.98496366324139,74.62457260547468,32.640028793675896,30.652699471965132,58.284254042320356,31.601731601731604,76.49530112927202,65.27092787413639,75.89232349513044,68.87180776004541,61.6822429906542,72.77676950998185,53.84049410826743,43.55972839205675,58.631921824104225,30.565628266669005,80.71428571428572,57.469509688052256,41.69832022431011,67.70672382628743,70.04835504999319,35.03651274724938,77.74382955573564,78.759497423324,26.830294886124054,65.35178960096762,54.66156042347959,7.862988665795476
Claude 3.7 Sonnet,78.94736842105263,44.28739693757361,30.425531914893618,1.297016861219196,64.14686825053995,12.920180859569948,0.0,20.73170731707317,17.574825893151672,37.83783783783784,-8.16359427899,0.0,86.29148629148628,75.89964748888909,-43.746369934213575,-29.774358377929364,59.04364534917471,91.58878504672897,96.73321234119783,21.173436321875226,67.13375796178345,94.78827361563518,24.716534683745017,88.09523809523809,81.61201348452344,29.164825452938558,36.77897083193563,0.0,21.731748726655354,0.0,8.50439882697948,64.83931947069942,55.601659751037346,50.01363752642015,65.12141280353202
Claude Haiku 4.5,89.86916301579325,95.64193168433451,50.744680851063826,5.188067444876784,82.09293025802906,10.045817597312393,70.2453214277806,56.420103491458455,50.22731283741222,64.2649065823581,4.127113413058789,10.977224221844548,80.66378066378067,73.21900820056923,47.09558476426526,77.68680478969641,42.394874069886654,86.91588785046729,81.85117967332124,0.0,50.57324840764331,85.01628664495114,-13.321855269259004,71.42857142857143,77.01501685565431,59.375993994021925,31.71819744080481,50.78299776286354,26.49506979029152,75.34088515833756,49.12023460410559,85.63327032136104,26.726179180854196,38.532110091743114,44.44647402475799
Claude Opus 4,74.21052631578947,88.22143698468787,37.97872340425532,11.154345006485086,59.61123110151188,23.09557492548375,45.82969720242128,34.51344971053711,55.04164805955151,48.91891891891892,1.694915254237288,14.164305949008499,84.12698412698413,81.11231802268198,7.311827956989246,0.0,74.77942410555919,86.7404481424238,90.38112522686026,34.86159548510595,44.71337579617833,91.85667752442997,12.705525134484006,87.6190476190476,94.79007048728162,50.817498895271775,57.161988632631605,22.818791946308732,16.298811544991516,50.29549446365145,38.41642228739003,97.16446124763705,56.431535269709556,61.314984709480115,73.50993377483444
Claude Opus 4.1,82.71292369714114,40.63604240282685,59.676321721963426,7.369495654366345,54.77383935754707,21.42565161560208,70.7286972371089,53.11828087037048,85.46562744694563,53.03958791768434,13.44813183906367,28.328611898016998,80.66378066378067,72.21915568554472,67.31182795698925,52.39785532773683,83.22272246798155,89.7196261682243,87.52355129047471,29.967426710097726,64.8407643312102,106.99662929851142,-4.693959449614977,87.6190476190476,96.81274900398407,75.9078317337632,69.49818118899171,36.6890380313199,51.44312393887947,81.74128009983215,0.0,87.90170132325142,48.59626897756297,53.36391437308868,84.10596026490066
Claude Opus 4.5,89.47368421052632,91.51943462897526,85.1063829787234,48.76783398184177,75.11997307896844,56.801909307875874,82.98452209119259,79.26829268292683,68.139395879705,57.20720720720721,58.20502288332464,45.3257790368272,89.46608946608947,84.13652536349339,72.90322580645162,92.21556886227546,76.3971328531442,93.6448598130841,90.92558983666062,100.0,70.95541401273886,76.5472312703583,56.01394966399343,92.38095238095238,84.67667790376953,69.37693327441453,64.71350887980454,85.68232662192392,99.83022071307302,75.10996555467264,68.0058651026393,100.0,87.55186721991701,83.63914373088683,64.31510881537551
Claude Opus 4.6,100.89293657338871,100.0,100.0,89.23476005188068,86.62357340155772,95.46539379474939,88.32674742821649,100.0,58.81039934869581,83.33333333333334,71.1864406779661,99.1501416430595,95.67099567099568,92.98780531119746,78.06451612903224,105.07926472124778,74.63251076283433,93.45794392523365,98.18511796733212,99.64614939204624,81.14649681528662,89.57654723127035,88.36899669392866,92.38095238095238,87.74134232301563,53.026955368979245,66.30036630036629,100.0,99.83022071307302,70.5784449541268,96.48093841642232,99.81096408317579,100.0,91.43730886850152,50.38864061566318
Claude Sonnet 4,40.421052631578945,72.08480565371023,42.5531914893617,7.652399481193256,50.863930885529165,30.49317411585087,47.18382177067498,28.830399209415383,60.471547433525956,39.65766088960347,4.9053936352790934,24.75499080160633,72.72727272727273,78.57548227292159,4.516129032258063,0.0,77.95717876253268,80.37383177570094,86.5698729582577,37.612672975204816,46.11464968152866,91.20521172638436,15.672149804542963,82.14285714285714,90.34630707937481,41.53778170570043,63.115081538605,31.319910514541384,4.584040747028864,51.3808162544857,58.6510263929619,84.49905482041588,52.69709543568464,54.12844036697248,67.77041942604856
Claude Sonnet 4.5,87.36842105263159,84.68786808009423,67.76595744680851,17.639429312581065,71.09508176066907,31.78604125020147,73.16359379572724,62.44341791647664,37.15722120658135,30.630630630630627,23.58795604968217,33.291168112074075,84.27128427128429,77.87121452595211,34.623655913978496,75.80838323353294,59.68657754518119,74.76635514018692,88.2032667876588,27.36156351791533,70.95541401273886,94.13680781758956,4.656716417910448,82.14285714285714,96.16916947594238,56.562085726911185,15.38461538461537,74.72035794183445,57.385398981324286,74.34782608695649,61.290322580645174,93.00567107750473,76.34854771784232,60.70336391437308,100.0
