model_name,AIME 2024,AIME 2025,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,FrontierMath,GPQA Diamond,HLE (Humanity's Last Exam),HMMT Feb 2025,HumanEval,IFEval,LiveCodeBench,MATH-500,MathArena Apex 2025,MMLU,MMLU-Pro,MMMU,OSWorld,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Terminal-Bench 2.0,Terminal-Bench 1.0
Claude 3.7 Sonnet,0.25994884463228146,-1.5466534649392798,-0.867492265227955,-1.0744065409041257,-0.2384685049360543,2.1605037842800966e-15,-5.954085705548823,-1.9768584525313904,0.0,-0.9701779646807441,-2.3940604430531254,0.6934348048127331,-3.5045895870657323e-16,8.095685580868759e-16,0.7718779131399517,1.274691063797507,0.0495597131807281,0.40782363343738,1.919315555452771e-16,0.39073196486775846,-0.05957849996658078,-2.0730194295755715,-3.409544330697499,-0.8604113457757283,-5.657997287395257,-3.0232939216208248,0.03078582885504334,0.0,0.985810558802345
Claude Haiku 4.5,-6.489461352869098e-16,0.888317686622525,0.077693260491038,-0.8795931107928299,0.0,2.1605037842800966e-15,3.2365772614702584e-15,7.91463956888775e-15,0.0,-5.475246729898433e-16,0.0,0.43157223718916116,-3.5045895870657323e-16,8.095685580868759e-16,0.48185089234640227,-0.22422863837355905,-0.6639492220392953,-0.6850572616181302,1.919315555452771e-16,-0.6352022334322136,-0.3187328269621327,0.0,-0.24096758036388222,0.0,0.0,-0.46203001242463726,0.774474871000399,-1.1666134420180108,5.083987727849593e-16
Claude Opus 4,0.054453984026384156,0.5364755248142826,-0.5161405776570204,-0.580879184622176,-0.5071817958639981,2.1605037842800966e-15,3.2365772614702584e-15,7.91463956888775e-15,0.0,-0.3778003761453048,-1.7019536132611577,0.5927184326498206,-1.8153614137680485,-2.9519413313410663,0.0,0.634908264090345,-0.9164216145017652,0.07995936492072746,1.919315555452771e-16,0.36141955920204455,0.6833305707540008,-0.7371579588237593,-1.985778566230411,-1.07972628555527,0.0,-1.1370201401189404,1.1868842489173697,0.2598552801681393,1.52959638317396
Claude Opus 4.1,-6.489461352869098e-16,-1.719782147733812,0.0,-2.307054459901488e-16,0.0,2.1605037842800966e-15,3.2365772614702584e-15,7.91463956888775e-15,0.0,-5.475246729898433e-16,-1.0098467834691898,0.43157223718916116,0.936846006227211,8.095685580868759e-16,0.6558671048225319,-2.5976744045496183e-15,-0.04923383169589037,0.0,1.919315555452771e-16,0.36141955920204455,0.7973584746320443,0.0,-1.1203523172406133,0.3389672311436407,0.0,-3.5595874477341063,0.8556045846889835,-0.23797273025924212,2.2164837402749478
Claude Opus 4.5,0.7166040904231644,0.6928498189512791,1.6760960081728948,1.3023173064536848,0.0,-0.06746417252782762,3.2365772614702584e-15,1.364801029957484,0.0,0.06527879576738148,-0.17931858771882822,0.8411521506516716,1.1933241170511422,1.4346195210477022,0.8994898022891127,0.6897467897795297,0.2142156213084258,-1.6322207039995729,1.919315555452771e-16,0.6545436158591794,0.11319105136378715,0.4078661589635077,1.936556529997545,2.2922409135551844,0.0,0.7289114731510624,1.2882963910281,1.6576031555988626,5.083987727849593e-16
Claude Opus 4.6,-6.489461352869098e-16,1.094955146732128,2.368902152678963,3.3283769796111624,0.0,2.3954532245444464,3.2365772614702584e-15,2.5483054300056267,0.0,1.4619414028834579,2.45068736549065,1.1298724175186874,1.4300731424270783,8.095685580868759e-16,0.8878887214573714,1.4209271323020007,0.6532980429822863,-0.17504617725889263,1.919315555452771e-16,0.6545436158591794,0.2859606026941551,-0.6008455638490848,2.8298997547612084,2.2922409135551844,0.0,2.524570141620014,1.2815355815540508,2.145857550441102,5.083987727849593e-16
Claude Sonnet 4,-1.41140935496235,-0.2286415572131655,-0.3033501189872996,-0.7562112717223424,-1.0254145712250333,2.1605037842800966e-15,3.2365772614702584e-15,7.91463956888775e-15,0.0,-5.475246729898433e-16,0.0,0.0622788725918153,-1.9436004691800137,-2.9519413313410663,0.07581306323543312,0.2510385842660461,-0.8560477815216093,0.007100638583692405,1.919315555452771e-16,0.02432689404633988,0.43281472132496807,-1.309670017717391,-1.4553560265269867,-1.552624124454907,0.0,0.13898859442645362,0.7339100141561073,-0.1901046523335324,1.1575323980775913
Claude Sonnet 4.5,0.6252730412649878,0.36893163823892905,0.8694717113551158,-0.25619013443668287,0.0,2.1605037842800966e-15,-0.26023877245769955,7.91463956888775e-15,-2.31394837589084,-1.3554642011265583,0.0,0.599432857460682,-0.5625644878203854,0.6541534992590511,-0.27221936171682615,0.41555416133360307,0.2142156213084258,0.33496490710034493,-1.3383078090747451,0.02432689404633988,0.7610768688526669,-0.3827457318896063,1.2525906235378659,0.5788429465275144,-0.22892664748173489,0.3054245163236785,1.0381464404882983,0.22156081782757095,3.2468147759264303
Claude Sonnet 4.6,-6.489461352869098e-16,0.9274112601567742,0.43894217869777336,2.7828993752995337,0.0,1.4832615959991597,3.2365772614702584e-15,7.91463956888775e-15,0.0,-0.07920354289979885,1.758580535698682,-0.025008649949376308,1.2327822879471315,8.095685580868759e-16,0.6558671048225319,1.0553369610407652,0.5435274375638213,0.462467678190155,1.919315555452771e-16,0.5372939931963259,0.11319105136378715,-1.3641949757072616,2.8019827789873437,2.0180972388307574,0.0,1.1560970060206073,1.2004058678654663,1.7820601582057085,5.083987727849593e-16
Command A,-2.0233273843221333,7.936472768475443e-16,0.0,-2.307054459901488e-16,0.2797642704249809,2.1605037842800966e-15,3.2365772614702584e-15,7.91463956888775e-15,0.0,-5.475246729898433e-16,0.0,-1.9789062699098785,-3.5045895870657323e-16,8.095685580868759e-16,-0.515842059183407,-0.352185198314992,-1.981196487060877,-2.542954783212498,1.919315555452771e-16,-0.12223513428222756,-1.3121577471117483,0.0,0.0,-0.4491958336890875,0.0,-1.3139981697067636e-15,-1.6120908733387878,0.0,5.083987727849593e-16
