model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,MMMU-Pro,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Tau-Bench Retail,CritPt,GSM8K,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,HMMT Nov 2025,CMIMC 2025,MathArena Apex 2025,LiveBench
o3-mini (high),79.7,86.5,86.9,80.0,49.3,97.9,74.1,11.0,13.0,3.0,24.063962828320996,13.8,88.0,97.6,2130.0,42.460448807710044,78.04600718489709,75.96139455558391,43.0,1364.0,40.79498230688256,87.3,50.0,75.06355073864324,3.1400219190172045,91.77515905222526,23.452445397520847,26.053289928538334,34.5,79.8841246713509,73.98266601628993,57.81239649101734,52.393796291934194,0.0,42.27076415017591
GPT-4.5,71.4,51.28850315279584,89.6,74.3,38.0,85.43684947043641,51.03678434235928,0.0,6.558448515109319,0.8,13.288508493739755,62.5,86.5,86.6,1422.875198799551,65.27983212779327,67.59403607784968,73.10355214258514,51.4,1421.4606350440515,26.368445446851354,36.7,35.647052654549725,77.98998476788482,1.754357784482945,81.25584048026747,16.947689614672925,46.22474868266164,10.3,75.09021251075015,57.680101352204986,22.219641876304948,4.280372666116264,0.0,47.42480702645284
GPT-4.1,66.3,46.4,90.2,81.8,54.6,92.4,44.7,0.0,3.7,0.4,25.17200412972909,42.3,87.4,92.0,1807.0,46.76813096705646,74.8,74.64113288708458,61.5,1438.6952439202641,21.302987126834807,46.5,19.4,73.91808720748105,1.2757600335098367,87.53216218915907,16.277629039662145,30.3,5.5,74.45810703399343,61.027666524045095,28.594553621985412,9.771890563167986,0.0,46.171616721171375
GPT-4.1 mini,55.0,63.31439545475911,86.0,74.91642551617988,48.45017080785533,90.37102079871829,54.94202197374602,2.9891244696646453,7.730650665826687,0.0,23.754095536834654,20.0,84.1,90.0,1608.4567821091732,57.712892455615965,71.1,73.83845517660518,28.2,1382.0830867476386,37.28286204157152,55.39148994034758,15.93601084928963,79.1053002766077,3.746690699099023,95.8735368681316,29.82703887546691,24.778647496170038,3.5,72.70877433383642,54.86592456603926,25.179354460437523,7.032745687545912,0.0,36.10336045867619
GPT-4.1 nano,50.3,54.813767494706156,80.1,65.02251846965095,44.25635336704818,86.64903666393434,50.903916650064275,0.0,11.826173188795451,0.0,8.23631808160826,27.081218056695207,75.0,78.0,1462.8468263453415,72.89297877275189,58.34473977908067,73.22857233998386,10.7,1375.5472581563945,42.38193425854544,55.309188909145405,27.760014330618787,79.75641859222344,5.285295470351034,92.19939629872562,11.43458689231008,24.968351771860114,0.0,73.12600341854754,44.746545054066104,19.76718678301158,2.6337599528945077,0.0,34.44705319536402
o3 (high),87.7,88.9,93.3,85.9,69.1,99.2,75.8,10.0,19.78,6.5,49.7,48.6,92.1,88.4,2706.0,33.32453216513752,80.1,75.0,85.9,1463.4277654106595,40.026535947598916,96.7,77.5,76.6633372134574,1.4,85.94136517203489,24.875839486832348,30.2,75.7,95.83,87.74,82.23698957783027,79.38,3.1897631146728145,63.54378860333475
o4-mini (high),81.4,92.7,90.3,81.9,68.1,98.2,80.2,17.0,18.9,6.1,50.66061987924775,19.3,92.4,98.5,2719.0,32.20253079395787,79.7,78.37106894260393,79.1,1414.5168440039804,41.1155744476205,93.4,66.7,71.88254426804556,0.6,96.3982085199072,24.32729432448616,18.5,58.7,86.67,88.68,80.31762188208118,84.38,0.0,53.691583707284366
GPT-5,88.4,94.6,91.0,87.0,74.9,99.4,84.5,25.2,35.2,9.9,54.9,55.0,90.0,94.0,2537.0,40.0,84.2,77.68945435382028,71.69948362685204,1460.0,41.78,94.6,88.3,81.32987296219352,5.7,89.9876628957752,35.2,41.3,65.7,91.67,91.98,89.17,90.0,1.04,70.5
gpt-oss-120B,80.9,97.9,90.0,90.0,62.4,98.0,75.0,12.00782195101226,18.577132156097775,0.0,50.72428326391821,35.28380869183479,88.0,92.0,2620.0,43.78394318433471,86.42647831724626,77.98216132284713,86.44972384185871,1435.6355310014167,37.57232359913658,96.6,79.98070990167858,67.8,0.18884221088459796,92.83761034690568,18.7,15.525353774887208,44.761793858511055,94.15461734535499,93.09085394113345,81.88720980431752,88.00824505356417,1.9159299194425614,57.301530921415804
gpt-oss-20B,71.5,98.7,85.3,85.3,52.0,97.0,70.0,1.8167182730314408,13.130583113272053,0.0,31.625268309487808,32.668526616299005,85.0,85.0,1985.0,59.22459891555729,82.92431524758027,75.40977964940558,85.95360663849328,1378.0786998817111,37.074510778178364,98.7,83.3764508787375,61.930641777012994,0.0,91.43756047255812,3.1,2.57074906056954,21.89842087927036,90.90928139945987,85.30009922961735,61.664493405616795,68.17776616990028,0.0,48.25870935946031
