model_name,AIME 2024,AIME 2025,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,CritPt,FrontierMath,GPQA Diamond,GSM8K,HLE (Humanity's Last Exam),HMMT Feb 2025,HMMT Nov 2025,HumanEval,IFEval,LiveBench,LiveCodeBench,MATH-500,MathArena Apex 2025,MMLU,MMLU-Pro,MMMU,MMMU-Pro,OSWorld,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Tau-Bench Retail,Terminal-Bench 2.0,Terminal-Bench 1.0
Amazon Nova Premier,,,,,,,,,,,,,43.290043290043286,,,,,65.42056074766354,76.40653357531761,,,71.66123778501628,,84.28571428571429,,0.0,,,,,,27.221172022684303,,,
Amazon Nova Pro,,,,,,,,,,,,,31.601731601731604,,,,,61.6822429906542,72.77676950998185,,,58.631921824104225,,80.71428571428572,,,,,,,,,,,
Claude 3.7 Sonnet,78.94736842105263,44.28739693757361,30.425531914893618,1.297016861219196,64.14686825053995,,0.0,20.73170731707317,,37.83783783783784,,0.0,86.29148629148628,,,,,91.58878504672897,96.73321234119783,,67.13375796178345,94.78827361563518,,88.09523809523809,81.61201348452344,29.164825452938558,,0.0,21.731748726655354,0.0,8.50439882697948,64.83931947069942,55.601659751037346,,65.12141280353202
Claude Haiku 4.5,,95.64193168433451,50.744680851063826,5.188067444876784,,,,,,,,,80.66378066378067,,,,,86.91588785046729,81.85117967332124,0.0,50.57324840764331,85.01628664495114,,71.42857142857143,77.01501685565431,,,50.78299776286354,,,49.12023460410559,85.63327032136104,,38.532110091743114,
Claude Opus 4,74.21052631578947,88.22143698468787,37.97872340425532,11.154345006485086,59.61123110151188,,,,,48.91891891891892,1.694915254237288,14.164305949008499,84.12698412698413,,7.311827956989246,0.0,,,90.38112522686026,,44.71337579617833,91.85667752442997,,87.6190476190476,94.79007048728162,50.817498895271775,,22.818791946308732,16.298811544991516,,38.41642228739003,97.16446124763705,56.431535269709556,61.314984709480115,73.50993377483444
Claude Opus 4.1,,40.63604240282685,,,,,,,,,,28.328611898016998,80.66378066378067,,67.31182795698925,,,89.7196261682243,,29.967426710097726,64.8407643312102,,,87.6190476190476,96.81274900398407,,,36.6890380313199,51.44312393887947,,0.0,87.90170132325142,,53.36391437308868,84.10596026490066
Claude Opus 4.5,89.47368421052632,91.51943462897526,85.1063829787234,48.76783398184177,,56.801909307875874,,79.26829268292683,,57.20720720720721,,45.3257790368272,89.46608946608947,,72.90322580645162,92.21556886227546,,93.6448598130841,90.92558983666062,100.0,70.95541401273886,76.5472312703583,,92.38095238095238,84.67667790376953,69.37693327441453,,85.68232662192392,99.83022071307302,,68.0058651026393,100.0,87.55186721991701,83.63914373088683,
Claude Opus 4.6,,100.0,100.0,89.23476005188068,,95.46539379474939,,100.0,,83.33333333333334,71.1864406779661,99.1501416430595,95.67099567099568,,78.06451612903224,,,93.45794392523365,98.18511796733212,,81.14649681528662,89.57654723127035,,92.38095238095238,87.74134232301563,53.026955368979245,66.30036630036629,100.0,99.83022071307302,,96.48093841642232,99.81096408317579,100.0,91.43730886850152,
Claude Sonnet 4,40.421052631578945,72.08480565371023,42.5531914893617,7.652399481193256,50.863930885529165,,,,,,,,72.72727272727273,,4.516129032258063,0.0,,80.37383177570094,86.5698729582577,,46.11464968152866,91.20521172638436,,82.14285714285714,90.34630707937481,41.53778170570043,,31.319910514541384,4.584040747028864,,58.6510263929619,84.49905482041588,52.69709543568464,54.12844036697248,67.77041942604856
Claude Sonnet 4.5,87.36842105263159,84.68786808009423,67.76595744680851,17.639429312581065,,,73.16359379572724,,37.15722120658135,30.630630630630627,,,84.27128427128429,,34.623655913978496,75.80838323353294,,74.76635514018692,88.2032667876588,27.36156351791533,70.95541401273886,94.13680781758956,4.656716417910448,82.14285714285714,96.16916947594238,56.562085726911185,15.38461538461537,74.72035794183445,57.385398981324286,74.34782608695649,61.290322580645174,93.00567107750473,76.34854771784232,60.70336391437308,100.0
Claude Sonnet 4.6,,96.46643109540636,58.51063829787234,78.33981841763944,,81.14558472553698,,,,54.5045045045045,,84.98583569405099,70.85137085137085,,73.76344086021504,,,89.7196261682243,94.55535390199637,,78.59872611464968,95.27687296416937,,90.47619047619048,84.67667790376953,40.653999116217435,56.043956043956044,99.55257270693511,93.03904923599322,,74.78005865102642,97.54253308128543,87.96680497925308,85.6269113149847,
