model_name,AIME 2024,AIME 2025,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,CritPt,FrontierMath,GPQA Diamond,GSM8K,HLE (Humanity's Last Exam),HMMT Feb 2025,HMMT Nov 2025,HumanEval,IFEval,LiveBench,LiveCodeBench,MATH-500,MathArena Apex 2025,MMLU,MMLU-Pro,MMMU,MMMU-Pro,OSWorld,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Tau-Bench Retail,Terminal-Bench 2.0,Terminal-Bench 1.0
Claude 3.7 Sonnet,0.3720482583731847,-1.127691034699775,-0.5385612551963391,-0.7274320478501798,0.02020753008275128,,-3.244157236458423,-1.2105736256024717,,-0.6901057145241052,,-1.40364235400828,0.790834044685715,,,,,0.7908302710550518,0.9965204803590273,,0.22845120432729007,0.4388822289652584,,0.4747749910988603,0.11733711099810676,-1.297246121001523,,-1.8577323976290534,-0.7212808204537217,-3.0828297998228966,-1.6472790851207435,0.028797505985856023,-0.545194832198319,,0.5228049983208279
Claude Haiku 4.5,,0.8528322244397751,0.09818419049406131,-0.5910118943170342,,,,,,,,,0.5776959132397369,,,,,0.549332266639961,0.06281104874437958,-1.614455172190623,-0.39643651083195824,-0.1732141353285005,,-0.34071583709440034,-0.09607807199642886,,,-0.13129416643446037,,,-0.25174276663022876,0.7244549054873579,,-0.7716422609311829,
Claude Opus 4,0.20942262024661143,0.5666556984631889,-0.3018653041805358,-0.3818343255662108,-0.14584565190159315,,,,,-0.21216637049230025,-0.8625334444711651,-0.9978587562660705,0.7088578402834156,,-1.3988299149351648,-1.9213158586903745,,,0.5979859668649705,,-0.6175506254267693,0.25525331967713105,,0.45147525315048104,0.7291273022491085,-0.42940245170950925,,-1.081976011805932,-0.9108497655545321,,-0.6195194859436141,1.1102285543018278,-0.5136654925049218,0.1718781120479764,0.8111909812655425
Claude Opus 4.1,,-1.268508055418413,,,,,,,,,,-0.5920751585238607,0.5776959132397369,,0.7218883299265725,,,0.6942310692890155,,-0.6689068909712872,0.14192828992062506,,,0.45147525315048104,0.8230299827667047,,,-0.6104378165016825,0.3154243480663359,,-1.939485245671104,0.8003448036147947,,-0.15740416577025385,1.175468012353603
Claude Opus 4.5,0.7334385653211253,0.6938452655638937,1.1749840803265186,0.9368938252541973,,-0.03373208626391381,,0.8357665309551887,,0.14531671610059452,,-0.10513484123320899,0.911065811142421,,0.9195179871538313,0.9983865513976228,,0.8970893929976912,0.6321460680216036,1.5407983314434646,0.372656061671732,-0.7036976510497586,,0.6844726326342698,0.2596138996611305,0.3144635505407878,,1.0551567765891359,2.00377276537043,,0.39715643128160594,1.2050909269611234,0.6686847459974584,1.096401430537622,
Claude Opus 4.6,,1.0209041523942783,1.641708490780215,2.3556634219989117,,1.1977266122722232,,1.56051200306936,,1.2721655760129802,1.2735393139842701,1.436842830187188,1.1460642637623462,,1.101945363055916,,,0.8874294728210881,1.0876140834433827,,0.7572023479235771,0.11243083467525337,,0.6844726326342698,0.40189068832415425,-0.3408469752511406,0.004045169755469079,1.54190588141933,2.00377276537043,,1.3755432654002266,1.1987667687838364,1.1416248413984105,1.4193513568593477,
Claude Sonnet 4,-0.950640265056278,-0.055664683422404,-0.15851423525547195,-0.5046124637460419,-0.46609107429997204,,,,,,,,0.2771164970979721,,-1.497644743548794,-1.9213158586903745,,0.211235060458834,0.3588652587685354,,-0.5646755110671405,0.21444689539087985,,0.18352826674412434,0.5228259586877246,-0.8013354528346565,,-0.7929687308130049,-1.319607803428155,,0.07572965467620969,0.68650995642364,-0.6555475211252082,-0.12574240828773173,0.6138742560928429
Claude Sonnet 4.5,0.6611605039315371,0.4303811622838619,0.6315835167268575,-0.15446740301096804,,,-0.1417943137917735,,-1.1925816957530473,-1.0009605724309703,,,0.7143229205769026,,-0.4334850507866321,0.4789070316806674,,-0.07856254483927491,0.46134556223843637,-0.7511284806425335,0.372656061671732,0.3980758046790073,-0.6691539045373728,0.18352826674412434,0.7931518571474696,-0.1991582129177513,-1.8233602672781157,0.6824894932035191,0.5227653817703474,-0.12473351523205377,0.16641432519183866,0.9710970744015271,0.2430386601366011,0.14654870606195833,1.7218835589856945
Claude Sonnet 4.6,,0.8846296162149515,0.34154763308777447,1.9736869921061044,,0.7416307979995799,,,,0.02874614438552013,,1.0310592324449783,0.20607045328264528,,0.9499225498041786,,,0.6942310692890155,0.8598800757324931,,0.6610657763606158,0.4694870471799461,,0.5912736808407546,0.2596138996611305,-0.8367576434180044,-0.3640652779923031,1.5266949718933862,1.7668115839944165,,0.6299137522717209,1.1228768706563996,0.6844494158441559,1.1787219999921799,
Command A,-1.4349032763665182,,,,0.34045295248113017,,,,,,,,-1.3842679121219643,,,,,-0.2814208685479506,-0.01689585395443211,,-1.5500753695874936,-1.213777954627891,,0.06702957700222996,-0.9141696068088154,,,,-0.36583904838970194,,,-1.5079729310947343,,,
