model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,CMIMC 2025,MathArena Apex 2025
o3-mini (high),78.93217893217894,84.09893992932862,83.0952380952381,84.67667790376954,40.26465028355386,97.557003257329,78.72611464968153,16.997167138810198,20.000000000000004,3.891050583657588,26.16445492408584,1.018675721561972,87.29582577132486,98.31775700934578,59.909909909909906,21.455272065272403,39.964733948834024,41.576673866090715,15.853658536585366,47.20435134914949,86.63157894736842,40.83832335329341,46.39736309227325,37.796392617298174,36.36363636363637,44.45547405788002,42.15162414352611,23.877450463428403,16.570417266900776
GPT-4.5,66.95526695526696,39.93628432908928,89.52380952380952,75.94238430891816,18.90359168241966,101.42880608872214,48.11872915781368,96.9246806454955,15.997316332863747,1.0376134889753568,121.38965948564206,83.7011884550085,84.57350272232304,77.75700934579437,33.56718663943893,36.73755221769564,68.10113621892069,50.64794816414687,27.641595479709842,35.71715968107979,33.36842105263158,10.725862397062528,88.3916659831129,29.078437750786055,10.481283422459894,45.808512076278774,34.30336333903497,46.29594157901574,96.77983032513883
GPT-4.1,59.5959595959596,36.866902237926965,90.95238095238096,87.43487588109102,50.28355387523629,88.59934853420197,41.27388535031848,41.904665499378076,0.0,0.5188067444876784,59.28634813177905,49.40577249575553,86.20689655172416,87.85046728971963,45.36036036036036,33.67465888678497,29.621503017004905,61.55507559395249,22.264652065062787,36.222032485445986,43.68421052631579,4.191616766467064,65.53766683520666,54.30463576158941,5.347593582887701,29.957375586321447,21.012259539723473,12.764808825364774,52.83506693332667
GPT-4.1 mini,43.29004329004329,41.04470988048412,80.95238095238095,75.96920989445552,37.857926018172954,81.48997521306637,28.24320693801986,25.487141817215658,-7.662705993370153,0.0,47.841054680143614,11.544991511035658,80.21778584392014,84.11214953271028,15.250055147239543,46.27706573314943,9.32528798683483,25.593952483801296,9.926954661726903,36.85425538220861,30.21163421711995,-22.116475068320376,61.71023205873816,55.285749862490505,3.2085561497326203,17.028912991242976,5.850841168130401,-4.341093522017374,47.964005535786995
o3 (high),90.47619047619048,86.92579505300354,98.33333333333333,93.71743794054552,77.69376181474478,99.67426710097719,80.89171974522293,14.164305949008499,34.58064516129033,8.430609597924773,13.603818615751793,60.101867572156216,94.73684210526315,81.12149532710282,85.85585585585585,25.148650227910956,58.694459681843085,87.90496760259181,66.72939589061484,46.41156029064723,96.52631578947368,73.77245508982035,42.6505691115063,54.083885209713024,80.42780748663101,87.79631255487269,84.61956521739128,65.72212065813528,-4.226593607196534
o4-mini (high),81.3852813852814,91.40164899882215,91.19047619047618,87.58810910205334,75.80340264650282,98.04560260586318,86.49681528662421,33.994334277620396,32.68817204301075,7.911802853437095,30.62527480499781,10.356536502546692,95.28130671506354,100.0,86.44144144144144,31.3064308359527,56.5002742731761,80.56155507559394,54.52920527875334,73.2759104779104,93.05263157894737,60.83832335329341,44.89857661324059,28.256070640176603,62.24598930481283,60.98917178811824,87.17391304347827,77.14808043875686,7.910612994693668
GPT-5,91.4862914862915,93.63957597173145,92.85714285714286,95.40300337113086,88.65784499054821,100.0,91.97452229299363,57.22379603399434,67.74193548387098,12.84046692607004,26.014319809069203,70.96774193548389,90.92558983666062,91.58878504672897,78.24324324324324,26.845637583892614,81.18486012068023,70.0953433516229,74.39024390243902,55.953079178885645,94.3157894736842,86.70658682634729,49.08256880733945,78.58719646799116,69.73262032085562,75.62189054726369,96.1413043478261,89.99085923217552,3.1044776119402986
gpt-oss-120B,80.66378066378068,97.52650176678446,90.47619047619048,100.0,65.02835538752362,97.71986970684038,79.87261146496816,16.0442028454159,51.77649885864644,1.7542696524936048,17.963741804902327,15.26369572591501,87.29582577132486,87.85046728971963,81.98198198198199,22.184573189208525,61.66706683689479,114.2518689821991,53.36609479424209,78.23546084652922,96.42105263157895,91.47165253447963,23.85321100917431,3.540601709587662,29.562840679458425,82.11736782215934,88.19653594726354,73.86205025060771,-14.885270454050403
gpt-oss-20B,67.0995670995671,98.46878680800941,79.28571428571428,92.79803861477167,45.368620037807176,96.09120521172638,73.5031847133758,-12.805453086670774,46.34147719328681,-26.493105096403355,-6.37047791629832,-10.546805605933713,81.85117967332123,74.76635514018692,53.37837837837838,8.80395656443089,51.63152175829119,137.7788934490319,40.72749886766985,74.85823007426524,98.63157894736842,95.1733601205849,0.0,-29.523766958381614,3.440529875179841,83.38489274184884,93.59776708458851,67.42955523350953,-45.18127299796518
GPT-5.1,91.05339105339104,92.93286219081273,90.47619047619048,96.1691694759424,91.30434782608695,99.3485342019544,88.78980891719745,73.6543909348442,60.86021505376344,22.82749675745785,38.18615751789976,70.96774193548389,89.85991811724608,87.08134010159742,78.32210641409053,43.31809521423624,81.18486012068023,70.43479569474188,76.82926829268293,65.3958944281525,103.18243368362393,98.68150203114139,68.04281345565748,61.942419548144215,77.32620320855615,80.47995317529997,93.58695652173913,94.28702010968922,3.1044776119402986
GPT-5.2,98.41269841269842,100.0,85.71428571428571,94.94330370824396,98.29867674858222,100.0,86.24203821656052,100.0,67.74193548387098,68.61219195849547,80.90692124105011,76.06112054329373,100.0,93.45794392523365,90.09009009009009,22.81879194630873,94.73395501919914,66.05308155340957,62.19512195121951,96.48093841642232,100.0,100.0,77.82874617737002,62.1836978612954,96.2566844919786,95.11267193444542,96.1413043478261,92.84734917733091,40.417910447761194
GPT-5.3-Codex,80.80808080808082,92.93286219081273,100.0,87.42652044339566,54.44234404536861,94.46254071661237,92.61146496815287,117.87192033910716,78.75922367497073,59.20245547149573,129.2225615892486,79.81462603324945,94.55535390199637,89.7196261682243,68.89022549698542,82.10290827740492,80.08776741634671,62.29025304969406,68.57645686629493,100.0,75.52238296998057,78.5829219231501,94.18960244648318,36.162942764376524,43.147131758896315,93.29025226780101,86.96776497007482,125.14636360676988,83.56741465672623
Claude 3.7 Sonnet,86.2914862914863,44.28739693757361,88.0952380952381,81.61201348452346,64.83931947069942,94.78827361563518,67.13375796178345,0.0,-25.248376564693913,1.297016861219196,4.87027815987382,21.73174872665535,96.73321234119781,91.58878504672897,37.83783783783784,0.0,12.068019747668622,64.14686825053997,20.73170731707317,8.50439882697948,78.94736842105263,-10.226867714384802,48.89549523967131,65.12141280353202,30.053475935828878,0.0,0.0,-34.88040898197514,21.28757567056506
Claude Sonnet 4,72.72727272727275,72.08480565371025,82.14285714285714,90.34630707937481,84.49905482041586,91.20521172638436,46.11464968152867,6.512252247416029,4.516129032258064,7.652399481193256,14.760989343245498,4.584040747028865,86.5698729582577,80.37383177570094,38.621691443435566,31.319910514541384,27.42731760833792,50.86393088552916,28.493858660219395,58.6510263929619,40.421052631578945,0.0,54.12844036697247,67.77041942604858,42.24598930481283,27.984957074259142,21.898296734326713,2.7235207259677594,18.7597602561832
Claude Opus 4,84.12698412698413,88.22143698468787,87.6190476190476,94.79007048728164,97.16446124763706,91.85667752442997,44.71337579617834,14.164305949008499,7.311827956989246,11.154345006485086,15.663344808522595,16.298811544991516,90.38112522686025,94.19353008308943,48.91891891891892,22.81879194630873,38.94679100383981,59.61123110151188,33.317741540779934,38.41642228739003,74.21052631578948,0.0,61.314984709480115,73.50993377483444,37.64705882352942,27.197661336620683,21.535079462812618,0.28085995996654134,22.42128157252406
Claude Opus 4.1,80.66378066378068,40.63604240282685,87.6190476190476,96.81274900398407,87.9017013232514,98.97876752460914,64.84076433121021,28.328611898016998,67.31182795698925,11.433500299313689,17.53382206237443,51.44312393887947,82.41527571018808,89.7196261682243,58.78780298054537,36.6890380313199,59.45170392683048,46.38981693673821,65.65785691153366,0.0,89.1161713723216,67.10981273636574,53.36391437308868,84.10596026490066,75.60711823185794,70.01744768976218,71.68802508394842,33.59473066260149,8.518625062757453
Claude Sonnet 4.5,84.27128427128429,84.68786808009423,82.14285714285714,96.1691694759424,93.00567107750472,94.13680781758957,70.95541401273886,23.573335643645724,34.6236559139785,17.639429312581065,16.948226149658495,57.38539898132428,88.2032667876588,74.76635514018692,30.63063063063063,74.72035794183445,46.077893582007654,46.21272530108638,66.55323410518204,61.290322580645174,87.36842105263158,75.80838323353294,60.70336391437308,100.0,67.59358288770053,73.16359379572724,74.34782608695649,37.15722120658135,4.656716417910448
Claude Haiku 4.5,80.66378066378068,95.64193168433451,71.42857142857143,77.01501685565431,85.63327032136105,85.01628664495114,50.57324840764332,0.9494595420763616,44.94257328971566,5.188067444876784,-1.9677195701779482,29.419414211643883,81.85117967332123,86.91588785046729,51.88086646735984,50.782997762863545,27.73508250264572,67.93219599279637,56.197534627184105,49.12023460410559,75.74902307047348,67.12536861533071,38.532110091743114,66.82235830507659,50.481283422459896,70.53054540279902,73.44206737863614,43.917091872392454,-16.17614031019455
Claude Opus 4.5,89.46608946608947,91.51943462897526,92.38095238095237,84.67667790376954,100.0,76.5472312703583,70.95541401273886,45.3257790368272,72.90322580645162,48.76783398184177,56.801909307875874,99.83022071307302,90.92558983666062,93.6448598130841,57.207207207207205,85.68232662192392,61.985737794843686,35.384331078321765,79.26829268292683,68.0058651026393,89.47368421052632,92.21556886227545,83.63914373088684,105.95109918222198,85.02673796791444,91.71143620428003,90.5365059130761,84.85165852293557,32.520276263657266
Claude Opus 4.6,95.67099567099568,100.0,92.38095238095237,87.74134232301563,99.81096408317579,89.57654723127035,81.14649681528662,99.1501416430595,78.06451612903224,89.23476005188068,95.46539379474939,99.83022071307302,98.18511796733212,93.45794392523365,83.33333333333333,100.0,41.689522764673605,20.875677399405262,100.0,96.48093841642232,72.81223952219314,76.52283057621568,91.43730886850152,118.73059725711174,100.0,90.32105304991578,83.36264647226918,104.83336121962816,69.43433009355938
Claude Sonnet 4.6,70.85137085137085,96.46643109540636,90.47619047619048,84.67667790376954,97.54253308128541,95.27687296416937,78.59872611464968,84.985835694051,73.76344086021504,78.33981841763944,81.14558472553698,93.03904923599322,94.55535390199637,89.7196261682243,54.5045045045045,99.55257270693512,26.33022490400439,21.56019419251834,73.29014111253557,74.78005865102642,58.17585959121992,55.619472450669036,85.6269113149847,108.22949513767284,58.288770053475936,76.96227322490499,68.8513098716154,85.58528756129171,64.49726059980672
Gemini 2.0 Flash,70.99567099567099,49.0503187274484,58.09523809523811,79.16028194912658,26.46502835538752,74.7557003257329,41.91082802547771,11.944614517697858,10.463682643853225,1.297016861219196,24.722690616778774,23.4295415959253,72.77676950998185,70.28037383177569,27.52053420416312,34.30568101915813,7.131102578167844,49.13606911447084,26.396720317981888,29.77436837787178,71.89473684210526,18.827394786808583,45.07813702524892,47.99265775296957,17.043334066021902,41.688554640800405,38.18738895660384,11.823660971313167,15.770449433324364
Gemini 2.5 Pro,85.13708513708514,84.33451118963487,89.99999999999999,93.25773827765859,67.67485822306237,96.57980456026058,74.0127388535032,0.0,32.473118279569896,6.355382619974061,11.199417677157868,67.402376910017,92.37749546279491,78.60241079794783,54.0990990990991,10.868005495641398,67.47120131651127,93.19654427645789,60.36585365853659,28.88824536493988,91.57894736842105,79.76047904191616,45.10703363914373,43.267108167770424,43.31550802139037,70.7345624817091,76.92934782608694,17.161791590493614,1.492537313432836
Gemini 2.5 Flash,76.91197691197692,67.02002355712602,78.57142857142857,86.36224333435489,67.67485822306237,93.15960912052117,65.73248407643311,-12.456957007647617,25.59139784946236,3.2425421530479897,-11.22659541052198,25.29711375212225,80.58076225045372,84.48598130841121,53.828828828828826,13.191015601421945,22.490400438837064,85.74514038876892,38.63392015432794,36.11083887516571,87.36842105263158,57.84431137724551,21.10091743119266,24.503311258278153,35.080213903743314,51.214515657009066,51.27717391304347,0.0,-19.73474245230715
Gemma 3 27B,25.108225108225106,51.57567114402856,59.2857142857143,65.52252528348147,7.561436672967863,65.14657980456026,22.165605095541398,48.121642679552885,26.13758319402794,2.2296756452509072,83.58006305959844,14.940577249575556,69.1470054446461,80.0,9.424388690069478,69.71248365455332,6.029785043058794,70.62634989200865,0.0,83.90600252501916,17.894736842105264,6.093829185566747,55.41404537549679,-2.9302140475688034,-36.523387188584024,47.5727993007534,38.56578242784565,56.508097552237786,49.769191675852205
Gemini 3 Pro,96.53679653679656,94.11071849234393,94.76190476190474,99.69353355807539,91.11531190926274,96.57980456026058,85.85987261146498,93.4844192634561,72.68817204301074,40.337224383917,100.00000000000001,100.0,90.92558983666062,89.7196261682243,77.11711711711712,60.402684563758385,99.34174437739995,47.0088723388659,99.39024390243902,60.41055718475074,96.84210526315789,97.72455089820359,82.26299694189602,77.5576002355461,79.67914438502673,95.11267193444542,100.0,89.99085923217552,69.85074626865672
Gemini 3 Flash,94.37229437229439,88.69257950530036,94.76190476190474,97.83941158443152,94.5179584120983,105.81882889572975,100.0,70.8215297450425,64.51612903225808,43.57976653696498,73.98568019093078,79.45670628183363,87.65880217785843,85.58153386011666,58.55855855855856,49.21700223713646,100.0,50.547798954562566,82.3170731707317,34.98533724340177,92.63157894736842,94.41530032878899,74.31192660550458,79.8781381898352,90.05347593582887,100.0,98.69565217391303,91.4076782449726,46.62686567164179
Gemini 3.1 Pro,100.0,100.0,96.66666666666666,99.23383389518848,99.43289224952738,98.53420195439739,88.78980891719745,99.1501416430595,87.5268817204301,100.0,100.00000000000001,100.0,89.47368421052632,93.45794392523365,85.58558558558559,98.43400447427292,99.28688974218325,31.972359734222792,92.6829268292683,92.37536656891498,97.89473684210526,89.851699484026,100.0,101.40353335644693,95.72192513368984,97.57453508911797,91.62741434435424,117.50373754489709,100.0
Llama 4 Scout,46.46464646464647,58.91023629411828,86.9047619047619,75.94238430891816,40.17492491369461,73.28990228013029,26.114649681528658,6.095913116870612,15.388687164477883,0.0,26.54384982143482,1.485754044132925,74.59165154264973,57.94392523364486,20.52450532517416,51.58857757228551,0.0,72.89416846652269,7.317073170731708,62.8138749707627,37.24970511684511,12.23043852641679,39.403164876664604,28.186807343176564,0.0,39.87065731732636,35.14672788512595,24.12543642577848,11.77779739260803
Llama 4 Maverick,64.64646464646465,68.1961469930738,87.14285714285714,85.44284400858106,34.97164461247637,81.5960912052117,39.617834394904456,24.435951424840436,30.932269421187563,0.0,40.880630639215,11.544991511035658,80.03629764065336,69.1588785046729,34.750979640807216,47.98603549700806,21.941854086670336,74.51403887688986,48.170731707317074,68.32429700548924,49.473684210526315,37.07512563142214,43.86756387589217,21.633554083885212,4.171122994652407,56.440733533261685,53.78294417987573,47.91906794209369,16.926632774109315
