model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,MMMU-Pro,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Tau-Bench Retail,CritPt,GSM8K,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,HMMT Nov 2025,CMIMC 2025,MathArena Apex 2025,LiveBench
o3-mini (high),78.93217893217894,84.09893992932862,83.0952380952381,84.67667790376954,40.26465028355386,97.557003257329,78.72611464968153,16.997167138810198,20.000000000000004,3.891050583657588,-11.050640936441154,1.018675721561972,87.29582577132486,98.31775700934578,59.909909909909906,61.49899154660212,35.61500288417958,22.107039711196492,41.576673866090715,15.853658536585366,63.240459611779954,86.63157894736842,40.83832335329341,52.90437652669418,8.995264097711631,85.97592520327109,50.70996108526648,50.76947615534799,36.702127659574465,46.036156924832255,38.1040451335946,47.35196755272474,24.622255640564152,11.727175454554992,22.089979980838514
GPT-4.5,66.95526695526696,60.42543841284029,89.52380952380952,75.94238430891816,18.90359168241966,72.47212801179197,52.09354942297421,84.8140085347554,60.04581422331284,1.0376134889753568,129.05542664348485,83.7011884550085,84.57350272232304,77.75700934579437,34.84986046616784,93.68481517245812,57.577507797167435,121.98800588038047,50.64794816414687,46.573188119716626,112.7846069082779,33.36842105263158,69.83556994153547,85.43067933131799,50.8483414577224,100.84362322729856,106.50612593469044,44.39470489400699,10.957446808510639,77.71972489119881,57.32753555652671,70.44615525266506,74.81813569705149,123.53667361471425,133.49613263564262
GPT-4.1,59.5959595959596,36.866902237926965,90.95238095238096,87.43487588109102,50.28355387523629,88.59934853420197,41.27388535031848,46.88230676306403,0.0,0.5188067444876784,50.25410066031967,49.40577249575553,86.20689655172416,87.85046728971963,45.36036036036036,47.96083017214004,43.30534688466637,99.50380990378096,61.55507559395249,24.383915990625844,59.46485806607263,43.68421052631579,4.191616766467064,79.9476884921447,16.202192923356623,92.19625361458151,83.81105444433803,54.30463576158941,5.851063829787234,28.386744100000495,15.798730634362801,93.31754661648445,59.312374244198324,57.61116939214881,50.69597112189323
GPT-4.1 mini,43.29004329004329,3.29503629248057,80.95238095238095,77.24456677959246,46.58220656188819,95.55080669240695,11.123775281391195,63.16311527641222,-20.31113706241962,0.0,53.766574330963294,11.544991511035658,80.21778584392014,84.11214953271028,-3.6030946488684523,-8.300000941450149,26.95536897923109,146.0655467193017,25.593952483801296,-2.2933185571526185,2.4773375144518326,15.729328068310483,-70.95283215462129,94.3791624620511,3.846942535369408,75.27016628607969,88.57038996101764,75.74263007975787,3.723404255319149,-24.201517097211525,-33.6986836129729,144.91257450818603,77.87235991834528,49.03409772637274,16.621118075657563
GPT-4.1 nano,36.507936507936506,-5.244929888037167,66.9047619047619,60.92150836986865,29.877195722505103,72.44866898334809,2.684469091501974,53.48451750852063,-25.42191235854797,0.0,47.67554931879141,13.47106258302118,63.70235934664247,61.6822429906542,-8.545013922539534,-0.64614625271986,8.707740671583293,115.94978271084254,6.695464362850971,-7.3290568080247755,2.3146851582576518,4.202670488860792,-68.96030355290586,87.32023559788519,7.12085335050066,58.833773938398274,78.83110967430224,73.39510197221186,0.0,-27.31847098714526,-41.15812145392772,115.01582902195946,52.24260824659434,55.184481801997975,16.7154424896381
o3 (high),90.47619047619048,86.92579505300354,98.33333333333333,93.71743794054552,77.69376181474478,99.67426710097719,80.89171974522293,14.164305949008499,34.58064516129033,8.430609597924773,13.603818615751793,60.101867572156216,94.73684210526315,81.12149532710282,85.85585585585585,51.30788344654972,66.72558550596553,57.875457875457876,87.90496760259181,63.23475066917019,65.17486337001164,96.52631578947368,73.77245508982035,41.80001150192189,7.909604519774011,95.85535881419557,47.8947030429573,54.083885209713024,80.53191489361703,87.79631255487269,84.61956521739128,67.15817013560452,65.72212065813528,-4.808020162293814,37.8732622959915
o4-mini (high),81.3852813852814,91.40164899882215,91.19047619047618,87.58810910205334,75.80340264650282,98.04560260586318,86.49681528662421,33.994334277620396,32.68817204301075,7.911802853437095,-1.8114109003493357,10.356536502546692,95.28130671506354,100.0,86.44144144144144,32.567888790798875,64.95802032699959,54.08095275825397,80.56155507559394,55.898654888607794,51.626704325541425,93.05263157894737,60.83832335329341,31.202844904431913,3.3898305084745766,90.92855801624167,38.87590215949555,28.256070640176603,62.4468085106383,60.98917178811824,87.17391304347827,74.61893002321057,77.14808043875686,-23.433862986662344,20.88601704283289
GPT-5,91.4862914862915,93.63957597173145,92.85714285714286,95.40300337113086,88.65784499054821,100.0,91.97452229299363,57.22379603399434,67.74193548387098,12.84046692607004,26.014319809069203,70.96774193548389,90.92558983666062,91.58878504672897,78.24324324324324,26.845637583892614,84.8431285903668,71.80591193981688,59.82546264117864,74.39024390243902,55.953079178885645,94.3157894736842,86.70658682634729,46.84953011893338,32.20338983050848,92.97305993203965,49.08256880733945,78.58719646799116,69.8936170212766,75.62189054726369,96.1413043478261,77.16049382716051,89.99085923217552,3.1044776119402986,82.08469055374593
gpt-oss-120B,80.66378066378068,97.52650176678446,90.47619047619048,100.0,65.02835538752362,97.71986970684038,79.87261146496816,-24.098241037795233,35.66249086651186,-21.686946417656646,-38.81305135928626,13.192592972414673,87.29582577132486,87.85046728971963,81.98198198198199,58.20959528736697,62.05237939459242,8.254408133930923,126.53274248078898,48.30645422341737,81.04628239993161,96.42105263157895,80.99531488159646,0.0,-13.245829682823521,93.87627820415845,23.85321100917431,-26.199951761576116,25.297948579062364,71.7983228178369,81.6367965969317,28.60443536623013,40.24084035102132,-38.793226275896465,9.559089480081953
gpt-oss-20B,67.0995670995671,98.46878680800941,79.28571428571428,92.79803861477167,45.368620037807176,96.09120521172638,73.5031847133758,-51.44504380922663,28.170853162275893,-58.534334483260864,-59.728733147365624,-17.77935450383744,81.85117967332123,74.76635514018692,53.37837837837838,42.386657726547725,61.5748084150222,10.611722099953576,170.59174195718523,31.351831047417946,81.73902933731824,98.63157894736842,71.08344414998739,-25.855943823837737,-41.413504601548944,90.29894454229257,0.0,-102.60668894538085,-7.320062622747597,59.86066316640123,79.57954941898606,20.18206834867394,43.4553613828205,-68.33315921648402,-12.841277901336937
