model_name,AIME 2024,AIME 2025,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,CritPt,FrontierMath,GPQA Diamond,GSM8K,HLE (Humanity's Last Exam),HMMT Feb 2025,HMMT Nov 2025,HumanEval,IFEval,LiveBench,LiveCodeBench,MATH-500,MathArena Apex 2025,MMLU,MMLU-Pro,MMMU,MMMU-Pro,OSWorld,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Tau-Bench Retail,Terminal-Bench 2.0,Terminal-Bench 1.0
Amazon Nova Premier,39.637093920279966,40.36249719621892,-9.395087374894997,0.590665960991843,60.66155027807584,44.53907052830264,32.26721148421646,11.46646768472444,36.17950274372227,22.55322959662248,9.506879302631493,30.42097261453378,43.290043290043286,81.4057674693297,2.9467281690462457,8.821863288254852,58.75628896579401,65.42056074766354,76.40653357531761,45.8911106067451,38.2624312802518,71.66123778501628,50.26508113948602,84.28571428571429,71.65020439122645,0.0,53.626034448073156,55.81949253687178,24.673812855792733,23.664719645454852,61.658506677296536,27.221172022684303,72.5020831967321,62.41237623332525,7.496621155833927
Amazon Nova Pro,37.80773186619415,52.70022209988184,-18.55642805870508,8.840127105440748,87.6253126971563,85.8007416473838,77.67200226282134,31.946088423937404,75.1105722287725,24.542112391413628,28.099820670614562,58.95953492672427,31.601731601731604,82.32463272177098,67.29508736267469,70.25040185945271,62.30697238980963,61.6822429906542,72.77676950998185,66.41601002326557,40.49293657964369,58.631921824104225,54.4469039250207,80.71428571428572,56.88317847535283,31.50527300982382,74.4184767637757,85.10561173660481,30.760926767399784,72.5486653367523,94.52438629028089,9.854425380679988,66.3043072758258,61.25490454883635,-21.174501403160093
Claude 3.7 Sonnet,78.94736842105263,44.28739693757361,30.425531914893618,1.297016861219196,64.14686825053995,-19.243584553330802,0.0,20.73170731707317,26.103428963836055,37.83783783783784,-14.185310965556432,0.0,86.29148629148628,82.46176499343622,-36.9032406211245,-24.044246850443237,66.51982983353666,91.58878504672897,96.73321234119783,10.065283323687376,67.13375796178345,94.78827361563518,-0.09960780905014645,88.09523809523809,81.61201348452344,29.164825452938558,37.84752406638793,0.0,21.731748726655354,0.0,8.50439882697948,64.83931947069942,55.601659751037346,49.18046117583563,65.12141280353202
Claude Haiku 4.5,91.94126445467822,95.64193168433451,50.744680851063826,5.188067444876784,77.80690577704917,-5.632634283551019,64.9809860154719,54.84540655078335,51.428533840682526,63.681831652039506,0.9809041385699816,2.4788219439322132,80.66378066378067,76.04656633466959,40.970314171659155,69.22195371435994,42.30246749388511,86.91588785046729,81.85117967332124,0.0,50.57324840764331,85.01628664495114,-24.933714223238873,71.42857142857143,77.01501685565431,61.53156881534616,23.77199209210384,50.78299776286354,23.699768501415207,73.75871908773527,49.12023460410559,85.63327032136104,21.71331715894293,38.532110091743114,45.09598093359643
Claude Opus 4,74.21052631578947,88.22143698468787,37.97872340425532,11.154345006485086,59.61123110151188,3.782400788953189,35.648317044799555,33.40725902711546,54.27602044307592,48.91891891891892,1.694915254237288,14.164305949008499,84.12698412698413,86.83795741253105,7.311827956989246,0.0,76.62547295878456,87.29927838556324,90.38112522686026,25.888266953089595,44.71337579617833,91.85667752442997,0.8136070255037405,87.6190476190476,94.79007048728162,50.817498895271775,55.18499977166233,22.818791946308732,16.298811544991516,40.57324847430129,38.41642228739003,97.16446124763705,56.431535269709556,61.314984709480115,73.50993377483444
Claude Opus 4.1,85.1650921302617,40.63604240282685,60.94020152463236,7.523719069714817,61.59540210322119,22.480950000830404,62.89045993676213,51.324749481739055,101.49436311051316,53.816422047938744,11.077472128036582,28.328611898016998,80.66378066378067,83.21327272084937,67.31182795698925,48.63274080860405,99.63132999011975,89.7196261682243,92.34311952871593,29.967426710097726,64.8407643312102,112.79093529718631,-17.018711342026347,87.6190476190476,96.81274900398407,84.31475411297441,87.13004446168276,36.6890380313199,51.44312393887947,78.66659539578863,0.0,87.90170132325142,47.660487992403894,53.36391437308868,84.10596026490066
Claude Opus 4.5,89.47368421052632,91.51943462897526,85.1063829787234,48.76783398184177,66.033018353171,56.801909307875874,87.8506610677704,79.26829268292683,49.21893314306107,57.20720720720721,58.613310159555546,45.3257790368272,89.46608946608947,92.06060551953652,72.90322580645162,92.21556886227546,60.83312023459234,93.6448598130841,90.92558983666062,100.0,70.95541401273886,76.5472312703583,65.36972506225942,92.38095238095238,84.67667790376953,69.37693327441453,49.398451330810964,85.68232662192392,99.83022071307302,73.11923306505615,68.0058651026393,100.0,87.55186721991701,83.63914373088683,81.95740529778648
Claude Opus 4.6,94.45202139320672,100.0,100.0,89.23476005188068,71.63761553394815,95.46539379474939,106.60347677100152,100.0,56.36098818774519,83.33333333333334,71.1864406779661,99.1501416430595,95.67099567099568,101.32550756776853,78.06451612903224,117.70147423276659,68.01949881850096,93.45794392523365,98.18511796733212,118.26557693364124,81.14649681528662,89.57654723127035,95.73083412085366,92.38095238095238,87.74134232301563,53.026955368979245,66.30036630036629,100.0,99.83022071307302,84.67144592450234,96.48093841642232,99.81096408317579,100.0,91.43730886850152,88.34396458809942
Claude Sonnet 4,40.421052631578945,72.08480565371023,42.5531914893617,7.652399481193256,50.863930885529165,13.138371815615004,34.06143691098921,28.153194062275404,53.68830197618168,42.087923911891615,2.608961925495748,23.106730392901557,72.72727272727273,82.42564414461663,4.516129032258063,0.0,74.75937634840031,80.37383177570094,86.5698729582577,29.83506506901829,46.11464968152866,91.20521172638436,9.197114657684677,82.14285714285714,90.34630707937481,41.53778170570043,57.85397703806298,31.319910514541384,4.584040747028864,37.298661722608124,58.6510263929619,84.49905482041588,52.69709543568464,54.12844036697248,67.77041942604856
Claude Sonnet 4.5,87.36842105263159,84.68786808009423,67.76595744680851,17.639429312581065,66.98281162866456,18.879365385685137,73.16359379572724,63.345740002968064,37.15722120658135,30.630630630630627,24.623066062069054,27.51336160889165,84.27128427128429,85.19168537723884,34.623655913978496,75.80838323353294,51.72716072325618,74.76635514018692,88.2032667876588,27.36156351791533,70.95541401273886,94.13680781758956,4.656716417910448,82.14285714285714,96.16916947594238,56.562085726911185,15.38461538461537,74.72035794183445,57.385398981324286,74.34782608695649,61.290322580645174,93.00567107750473,76.34854771784232,60.70336391437308,100.0
