model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,MMMU-Pro,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Tau-Bench Retail,CritPt,GSM8K,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,HMMT Nov 2025,CMIMC 2025,MathArena Apex 2025,LiveBench
o3-mini (high),78.93217893217894,84.09893992932862,83.09523809523812,84.67667790376953,40.26465028355386,97.55700325732899,78.72611464968152,16.997167138810198,20.0,3.8910505836575875,-8.245334066712996,1.018675721561972,87.29582577132487,98.31775700934578,59.909909909909906,13.3161058280659,47.81734877267256,43.958952667595824,41.576673866090715,15.853658536585366,21.73668704591716,86.63157894736841,40.83832335329342,40.03917099308999,3.6187993705035124,89.82409431055643,32.8234797285949,31.282038581955092,36.702127659574465,56.77343382825172,60.30160732500119,32.26877279309595,43.30431030380485,-4.792008475400036,37.503118245994344
GPT-4.5,66.95526695526696,35.98797628718406,89.5238095238095,75.94238430891818,18.903591682419655,100.9944962948046,35.49059333093528,24.614023717776643,-30.109762822307157,1.0376134889753568,1.7833579537364423,83.7011884550085,84.57350272232304,77.75700934579439,13.527405292826678,60.196537208733254,21.568826383045394,76.2014371443265,50.647948164146875,47.07080410878334,77.29821777422988,33.36842105263158,-64.11196496382226,81.2634816349792,17.008912275456936,92.64842730468281,79.932307162139,79.21742082766401,10.957446808510639,139.02720091386155,173.32588164456857,170.64153001193975,229.99061513677444,126.22480550448859,202.48526013872788
GPT-4.1,59.59595959595959,36.866902237926965,90.95238095238096,87.43487588109102,50.2835538752363,88.59934853420197,41.27388535031848,12.856925263685781,0.0,0.5188067444876784,-3.694389013997524,49.40577249575552,86.20689655172414,87.85046728971963,45.36036036036036,34.67224894728689,43.30534688466637,58.03152610515547,61.55507559395249,41.925472995363144,46.988829123669255,43.684210526315795,4.191616766467064,58.31255515297501,9.597387644461863,89.45425785562814,53.95937828535196,54.30463576158942,5.851063829787234,93.789389643045,111.5541329079923,95.73534289336008,129.0430597217056,56.02311397186514,113.30965943935622
GPT-4.1 mini,43.290043290043286,43.13990369018647,80.95238095238095,64.79704550337541,32.43565226708181,75.73755089265838,40.95681566036841,-0.09160720187605845,-8.1412711425175,0.0,-15.112496509697587,11.544991511035658,80.21778584392013,84.11214953271028,24.625114818278828,20.512685633370886,26.955368979231086,44.51610552516737,25.593952483801296,28.721571503191722,31.655134922205317,45.31920760733182,-7.2941222453072925,42.55180050154151,-0.013748226845722985,75.24048354493748,38.495135624645535,27.59402089165426,3.723404255319149,71.44202498270413,86.18185093820657,68.49237112525644,97.1793352862253,38.44069098934702,86.23137673679456
GPT-4.1 nano,36.507936507936506,23.66387981578653,66.90476190476188,49.03594914130982,24.58883561082957,66.62671845983346,23.3363519424906,17.244636578352356,-19.49798940538468,0.0,2.278493140462866,44.12900622753145,63.70235934664247,61.6822429906542,8.93130927894585,40.56597218661573,14.425437350676932,50.616944523211224,6.695464362850971,31.540228199654393,51.78104079968025,24.615032085553242,-42.33799134140299,54.185435942247835,11.956737907837693,60.88074663504909,53.37854195080363,53.76854230304204,0.0,92.44640056217952,115.16914555981393,113.93164036593555,153.13310779699725,84.41779900173766,134.74177031196876
o3 (high),90.47619047619048,86.92579505300354,98.33333333333333,93.71743794054552,77.69376181474478,99.6742671009772,80.89171974522293,14.164305949008499,34.58064516129033,8.430609597924773,13.603818615751795,60.10186757215622,94.73684210526315,81.1214953271028,85.85585585585585,30.384585652176316,66.72558550596553,57.87545787545787,87.9049676025918,57.37410654997086,38.32493595002831,96.52631578947368,73.77245508982037,57.29338291583692,7.90960451977401,103.58834389757997,49.52881349449599,54.083885209713024,80.53191489361703,87.79631255487269,84.61956521739128,55.74945556928317,65.72212065813528,6.8050116623230625,55.27201640452407
o4-mini (high),81.38528138528139,91.40164899882215,91.19047619047619,87.58810910205334,75.80340264650282,98.0456026058632,86.49681528662421,33.994334277620396,32.68817204301075,7.911802853437094,1.9180079473000728,10.356536502546692,95.28130671506354,100.0,86.44144144144144,23.61171945828691,64.95802032699959,54.69606254736689,80.56155507559394,51.1824877856695,32.572127817896245,93.05263157894737,60.83832335329342,52.29236596058394,3.389830508474576,103.31601563898678,44.379979538008385,28.256070640176606,62.4468085106383,60.989171788118234,87.17391304347827,48.80204058218471,77.14808043875685,2.9856748079575404,52.07332717271014
GPT-5,91.48629148629149,93.63957597173145,92.85714285714286,95.40300337113085,88.65784499054821,100.0,91.97452229299363,57.22379603399433,67.74193548387098,12.840466926070041,26.014319809069203,70.96774193548387,90.92558983666062,91.58878504672897,78.24324324324324,26.845637583892618,84.8431285903668,63.4214283978272,71.46852496207849,74.39024390243902,55.953079178885645,94.3157894736842,86.7065868263473,66.67499449400945,32.20338983050848,100.70631246396343,49.08256880733945,78.58719646799116,69.8936170212766,75.62189054726369,96.14130434782608,77.16049382716051,89.99085923217551,3.1044776119402986,82.08469055374593
gpt-oss-120B,80.66378066378067,97.52650176678446,90.47619047619048,100.0,65.02835538752362,97.71986970684038,79.87261146496816,-12.588266471286163,45.45065246091527,-12.684991337337173,-20.716614121105938,3.2217712431343317,87.29582577132487,87.85046728971963,81.98198198198197,-11.309056358906075,60.27944428667334,30.901862971542947,90.56723972632626,34.78201820690984,-5.482140527026167,96.42105263157895,104.51418753072964,0.0,-6.910264662166681,95.96284108166559,23.85321100917431,2.707491419259508,35.1382774676701,21.099584183547446,11.431121426648973,-32.62391727023881,-41.24505801238708,-67.45288568585927,-36.681392146319496
gpt-oss-20B,67.09956709956711,98.46878680800943,79.28571428571428,92.79803861477168,45.368620037807176,96.09120521172638,73.5031847133758,-26.72494564065077,29.104513062534743,-23.020550267276267,-37.05722342131049,-6.228013344365039,81.85117967332124,74.76635514018692,53.37837837837838,-20.089381670274538,48.6615058460441,25.673906526401883,90.5973565995749,24.0814755079577,-12.648960845677959,98.63157894736842,83.24493743347081,13.988153214882352,-17.694490289094258,92.03130060635637,0.0,-18.628669964965383,20.696558775730903,15.537317709969413,8.428647384490706,-38.29057851481222,-41.690684468783864,-67.16236844112049,-35.61576694450617
