model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,MMMU-Pro,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Tau-Bench Retail,Tau-Bench Telecom,Video-MMU,MRCR v2,AA Intelligence Index,AA Long Context Reasoning,CritPt,SciCode,MathVision,GDP-Val AA,GSM8K,IFBench,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,USAMO 2025,HMMT Nov 2025,CMIMC 2025,IMO 2025,AIME 2026,MathArena Apex 2025,LiveBench,SimpleBench,BigCodeBench
o3-mini (high),0.586883861118429,0.4189699887941595,0.23506429900585007,0.25772577351427356,-0.7770823408557047,0.6561060715968797,0.7159104099106512,-0.8956256093461663,-0.9377744757342658,-0.6075891238815532,0.0,-1.429201648299113,0.43234941040445674,1.196863959988616,0.317614910539514,0.0,0.0,0.0,-0.7093592239150791,-1.3520228842877544,0.0,0.6517576430227597,-0.6177442948539851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2854819274083387,0.0,0.0,-0.9628618914166523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPT-4.5,0.13096943727141735,0.0,0.5532413589841142,-0.1448140252354355,-1.4859198720969415,0.0,0.0,0.0,0.0,-0.7067371805095611,0.0,1.4262101847017021,0.26086524889064094,0.10807856062658351,0.0,0.0,0.0,0.0,-0.39516676731994355,0.0,0.0,-1.2033449496927195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0655708638410044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPT-4.1,-0.1491707508755422,-1.416021040014064,0.6239473723126185,0.38484360469839196,-0.44461872000804464,0.1014467762746594,-0.7211870366768586,0.0,-1.6353171494824281,-0.7247640998964718,0.0,0.24182991721471078,0.36375574579893105,0.6425732112224909,-0.3002516678044379,0.0,-0.5911275036755159,0.0,-0.01738774212817325,0.0,0.0,-0.8440563052537532,-1.7585394320013559,0.0,0.0,0.0,0.28661571297118227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14668620763742543,-1.2202992479268222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPT-4.1 mini,-0.7698735206913534,0.0,0.12900527901309428,0.0,0.0,0.0,0.0,0.0,0.0,-0.7427910192833823,0.0,-1.0656789919417198,-0.013509409531464876,0.4446122295203032,0.0,0.0,-1.1886609970548274,0.0,-1.262936409344604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2847694079625798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6110780165777692
GPT-4.1 nano,-1.028041929375806,0.0,-0.5662705187171901,0.0,0.0,0.0,0.0,0.0,0.0,-0.7427910192833823,0.0,0.0,-1.053846656048613,-0.7431536606928231,0.0,0.0,0.0,0.0,-1.9175040272511366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3975921880251554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o3 (high),1.026319450368561,0.5287948882739536,0.9892617745098856,0.6743897757288848,0.4649515634430997,0.7872073595821315,0.79900788131197,-0.9749164077591065,-0.4292433651952828,-0.4498535792460858,-1.3648597863518572,0.61121584222303,0.9010727852088858,0.2862434441585536,1.4194450935925056,0.0,0.2647988517056587,-0.2866274124114297,0.8952665365529352,0.0,0.0,0.9963814448315644,0.4074800931052534,0.0,0.0,0.0,0.0,0.0,-0.8031131466795541,-0.6429147417828468,0.0,0.0,0.0,0.0,1.1510082581381589,0.0,0.13931092345453802,1.0426033693282657,0.46591121606466557,0.2763774526556446,0.04813990649755471,0.0,-0.1926399461787924,-0.4647905959322137,0.0,0.0,0.0,0.0,0.0
o4-mini (high),0.6802639238340823,0.702684312450294,0.6357317078673684,0.39190570643084355,0.40222257837750347,0.6863602149780914,1.014083689644795,-0.4198808188685247,-0.49524740314134563,-0.4678804986329964,0.0,-1.1067218724981998,0.9353696175116503,1.285946401754601,1.4443127886961322,0.0,0.20020063620519404,0.0,0.6409202621663964,0.0,0.0,0.8753964931327289,0.0048465152885344125,0.0,0.0,0.0,0.0,0.0,0.0,-0.7759315849103323,0.0,0.0,0.0,0.0,0.0,0.0,-0.7235973259432782,0.49460700902432697,-0.6404769411722626,0.37529731847588227,-0.08448394186656921,0.0,0.19309375052785863,-0.5548616826860894,0.0,0.0,0.0,0.0,0.0
GPT-5,1.0647700644279476,0.7896290245384637,0.7182220567506228,0.7520728947858458,0.8287796768235582,0.8073767885029397,1.2242714114246007,0.23030372811758543,0.7273273906323157,-0.29662476445734615,-0.9821286295454049,0.9864650358822746,0.6609949590895444,0.8405341929246786,1.0961650572453605,-0.9198712081478565,0.9269305605854371,0.0,0.0,0.6512316014993725,-0.01651760968513163,0.9193910210232142,0.8101136709219724,0.0,0.29230907272231116,0.0,0.0,0.6022716962088239,0.8607356146027506,0.07205079002738804,0.0,0.0,0.0,0.0,0.0,-0.3286787027181244,0.9579674677550303,0.7202525691494782,-0.036553274558218635,0.722569187844797,0.0,-0.036326706537640904,0.6266584256261347,0.3462276347970103,0.0,-0.7023062653172975,0.9339939859004763,-0.6592432762153507,0.0
gpt-oss-120B,0.652799199505949,0.9406382613231808,0.6003787012031171,0.9639359467593768,0.044667363503605464,0.6661907860572831,0.7599031888878203,0.0,0.0,0.0,0.0,0.0,0.43234941040445674,0.6425732112224909,1.2549357259838994,0.0,0.0,0.0,0.0,0.0,0.0,0.9927152341740236,0.0,-2.544516293667112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3546892476895687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-oss-20B,0.13646238213704368,0.9772465611497787,0.04651493012983993,0.6320171653341781,-0.6077140811785948,0.565343641453243,0.5154988612368832,0.0,0.0,0.0,0.0,0.0,0.08938108737682522,-0.050290224735166096,0.04024446515291022,0.0,0.0,0.0,0.0,0.0,0.0,1.0697056579823738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3247355811171153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPT-5.1,1.0482912298310672,0.7621727996685155,0.6003787012031171,0.787383403448101,0.9166002559153924,0.7670379306613232,1.1020692475991323,0.690190358912639,0.4873127071920875,0.05039343374068205,-0.6067576872929223,0.9864650358822746,0.0,0.0,0.0,0.0,0.9269305605854371,1.0270005929453583,0.0,0.7347005384071695,0.29927844048247765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7094766363043606,0.0,0.0,0.0,0.0,0.0,0.0,0.4423837674422334,0.0,0.9491216372764171,0.16394938275764356,0.6236493220245608,0.0,0.2949198576353858,0.7716942955878352,0.0,0.0,-0.7023062653172975,0.0,0.0,0.0
GPT-5.2,1.3284314179780268,1.0367350483680002,0.3646919901081057,0.730886589588493,1.1486975006580984,0.8073767885029397,1.0043075165387574,1.4275947841529832,0.7273273906323157,1.641269069635538,0.7107207178677516,1.1623630954100457,1.2326088308022636,0.9395146837757725,1.5992576581879592,-1.053118117587317,1.3258245413008147,1.1659420165888639,0.0,0.2338869169603878,1.3388555000404465,1.1173663965304,1.2239315147891563,0.5043752020566054,0.3902254123534303,0.749235716916117,-0.10070281807095563,0.837304553265926,0.8859454443191513,1.0530500080925937,-0.8858317695568074,0.0,0.0,0.0,0.0,0.8403514939766116,0.0,1.5196825535928709,0.7678730493716875,0.722569187844797,0.0,0.8461141404193018,0.7230918498027975,0.0,0.0,0.6054048701771583,0.0,0.0,0.0
GPT-5.3-Codex,0.6582921443715753,0.7621727996685155,1.07175212339314,0.0,-0.3066149528637333,0.464496496849203,1.2487118441896945,0.0,0.0,0.0,0.0,0.0,0.889640507774632,0.7415537020735847,0.0,0.9085724936047457,0.8946314528352036,0.0,0.0,0.0,1.4565434690470087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0293105537578038,0.0,1.5057037867762755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
