model_name,AIME 2024,AIME 2025,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,CritPt,FrontierMath,GPQA Diamond,GSM8K,HLE (Humanity's Last Exam),HMMT Feb 2025,HMMT Nov 2025,HumanEval,IFEval,LiveBench,LiveCodeBench,MATH-500,MathArena Apex 2025,MMLU,MMLU-Pro,MMMU,MMMU-Pro,OSWorld,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Tau-Bench Retail,Terminal-Bench 2.0,Terminal-Bench 1.0
Amazon Nova Premier,40.294905177973895,33.55340019958571,-6.898501463997888,29.575638503820784,126.79218803253599,-17.400032081480454,56.46539715300191,34.08393457638247,194.90949908508077,27.526811447829246,31.088588416166036,-7.1353434946511,43.290043290043286,86.92579453099229,13.675038315210836,48.09910491300159,145.2127616079899,65.42056074766354,76.40653357531761,106.7626139983928,40.73197509208459,71.66123778501628,-4.246561260659164,84.28571428571429,66.42871112004734,0.0,213.77807015814972,52.98913175794212,53.048428482225255,48.52707026302836,24.186450886425327,27.221172022684303,66.3841081551163,54.13986789731047,-40.30396714770442
Amazon Nova Pro,21.55597149773606,15.488763801731457,-54.55561310612585,26.09877632758012,156.41670394250633,-49.362632907985684,63.867224615187766,20.431866474371596,225.48151786647966,16.11904005605094,27.638701889489845,-48.42681097979786,31.601731601731604,85.99668838578567,-6.234816806729443,48.099708259719755,147.0631798286395,61.6822429906542,72.77676950998185,148.6653296624251,28.653777469354566,58.631921824104225,9.266703472642861,80.71428571428572,57.90245216403006,-38.65513582052957,221.92174969997765,72.79887636762837,44.37448824938927,52.53921087459103,28.11385503553237,-16.588422303057367,59.08775685588687,48.4520903699355,-129.96420088138345
Claude 3.7 Sonnet,78.94736842105263,44.28739693757361,30.425531914893618,1.297016861219196,64.14686825053995,-36.675114420927244,0.0,20.73170731707317,163.62198344292204,37.83783783783784,-2.340042947656816,0.0,86.29148629148628,99.86723964407877,8.02005641277786,5.922708291397032,151.38972286424956,91.58878504672897,96.73321234119783,-12.19923147483149,67.13375796178345,94.78827361563518,-101.72414897713708,88.09523809523809,81.61201348452344,29.164825452938558,239.4773606968532,0.0,21.731748726655354,0.0,8.50439882697948,64.83931947069942,55.601659751037346,43.23619112418275,65.12141280353202
Claude Haiku 4.5,84.27085708562664,95.64193168433451,50.744680851063826,5.188067444876784,56.4554434277163,17.335620539767284,48.11261040792892,47.73952210679771,35.80324801771068,58.30789087875631,6.893107149741876,28.316184688914923,80.66378066378067,82.76712261730175,38.50400878769528,51.19411542075188,43.92237548629704,86.91588785046729,81.85117967332124,0.0,50.57324840764331,85.01628664495114,-24.964319476259927,71.42857142857143,77.01501685565431,64.52286332976823,29.060883745993703,50.78299776286354,28.121984010885605,51.68329482878735,49.12023460410559,85.63327032136104,41.45382221818976,38.532110091743114,80.08889322568234
Claude Opus 4,74.21052631578947,88.22143698468787,37.97872340425532,11.154345006485086,59.61123110151188,-17.68985886887293,20.315593358251284,36.82839705925555,119.70843918892795,48.91891891891892,1.694915254237288,14.164305949008499,84.12698412698413,98.62534760938694,7.311827956989246,0.0,116.44511145918273,89.66218499223493,90.38112522686026,-11.985434538212779,44.71337579617833,91.85667752442997,-80.02398240414846,87.6190476190476,94.79007048728162,50.817498895271775,168.67453154725072,22.818791946308732,16.298811544991516,20.315488140800717,38.41642228739003,97.16446124763705,56.431535269709556,61.314984709480115,73.50993377483444
Claude Opus 4.1,72.29604614166506,40.63604240282685,53.747090992141565,25.42968951045623,81.35584271244834,7.263934299293431,35.4294108592169,49.45249474533099,175.15857324109666,44.8608928251474,26.50585490595804,28.328611898016998,80.66378066378067,101.4885964531051,67.31182795698925,37.34873571399417,163.38891231629225,89.7196261682243,96.17579553340362,29.967426710097726,64.8407643312102,107.19452089155081,-54.310653714745165,87.6190476190476,96.81274900398407,62.49289207511568,241.94923164746342,36.6890380313199,51.44312393887947,31.96995616696002,0.0,87.90170132325142,79.50932473851942,53.36391437308868,84.10596026490066
Claude Opus 4.5,89.47368421052632,91.51943462897526,85.1063829787234,48.76783398184177,141.29334016143852,56.801909307875874,102.85789751602499,79.26829268292683,120.49869166379287,57.20720720720721,54.426607143292244,45.3257790368272,89.46608946608947,101.91005459340019,72.90322580645162,92.21556886227546,104.07282148169962,93.6448598130841,90.92558983666062,100.0,70.95541401273886,76.5472312703583,43.985777807587695,92.38095238095238,84.67667790376953,69.37693327441453,104.18380120482678,85.68232662192392,99.83022071307302,101.05350838495782,68.0058651026393,100.0,87.55186721991701,83.63914373088683,63.86024060452498
Claude Opus 4.6,98.06610962043153,100.0,100.0,89.23476005188068,195.86058113495704,95.46539379474939,151.0599752880419,100.0,122.32894099084474,83.33333333333334,71.1864406779661,99.1501416430595,95.67099567099568,106.47329377654019,78.06451612903224,147.25583753611858,95.29814196942627,93.45794392523365,98.18511796733212,176.89899379602105,81.14649681528662,89.57654723127035,112.90433339233529,92.38095238095238,87.74134232301563,53.026955368979245,66.30036630036629,100.0,99.83022071307302,148.15288929040526,96.48093841642232,99.81096408317579,100.0,91.43730886850152,45.4015277261071
Claude Sonnet 4,40.421052631578945,72.08480565371023,42.5531914893617,7.652399481193256,50.863930885529165,-19.316522666690165,19.417722100109994,32.246476190865366,96.28734026616185,44.65710057828921,-3.9650975685290493,3.505334899911809,72.72727272727273,89.54291298299249,4.516129032258063,0.0,93.85331864252782,80.37383177570094,86.5698729582577,-14.382529387413484,46.11464968152866,91.20521172638436,-72.5323067766736,82.14285714285714,90.34630707937481,41.53778170570043,132.26029923308656,31.319910514541384,4.584040747028864,20.093361761357173,58.6510263929619,84.49905482041588,52.69709543568464,54.12844036697248,67.77041942604856
Claude Sonnet 4.5,87.36842105263159,84.68786808009423,67.76595744680851,17.639429312581065,81.52780602116705,41.74072135876077,73.16359379572724,61.82293378522452,37.15722120658135,30.630630630630627,23.575706694958125,48.83489549321653,84.27128427128429,86.98132845393842,34.623655913978496,75.80838323353294,47.854995704079236,74.76635514018692,88.2032667876588,27.36156351791533,70.95541401273886,94.13680781758956,4.656716417910448,82.14285714285714,96.16916947594238,56.562085726911185,15.38461538461537,74.72035794183445,57.385398981324286,74.34782608695649,61.290322580645174,93.00567107750473,76.34854771784232,60.70336391437308,100.0
