model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,MMMU-Pro,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Tau-Bench Retail,Tau-Bench Telecom,Video-MMU,MRCR v2,AA Intelligence Index,AA Long Context Reasoning,CritPt,SciCode,MathVision,GDP-Val AA,GSM8K,IFBench,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,USAMO 2025,HMMT Nov 2025,CMIMC 2025,IMO 2025,AIME 2026,MathArena Apex 2025,LiveBench,SimpleBench,BigCodeBench
o3-mini (high),78.93217893217894,84.09893992932862,83.0952380952381,84.67667790376954,40.26465028355386,97.557003257329,78.72611464968153,16.997167138810198,20.000000000000004,3.891050583657588,57.86097852028639,1.018675721561972,87.29582577132486,98.31775700934578,59.909909909909906,54.64500176616037,59.48004124318753,66.1876584953508,41.576673866090715,15.853658536585366,56.44698255903689,86.63157894736842,40.83832335329341,69.95159059474412,85.33797216699803,76.18778280542985,75.18248175182482,53.97727272727272,59.60591133004923,29.755178907721277,44.96124031007753,65.73170731707317,50.0,73.87356363504549,36.38554216867469,57.16470074268238,49.91415256315918,36.702127659574465,76.50755510373827,77.48283752860411,0.0,78.10070873342478,71.42837939563394,28.909651499579557,49.99999999999999,23.143656716417908,51.167209554831715,27.99999999999999,72.13403880070547
GPT-4.5,66.95526695526696,73.31479657842398,89.52380952380952,75.94238430891816,18.90359168241966,86.9610000880359,60.06875714519026,48.99562194179759,46.88794567062816,1.0376134889753568,57.86097852028639,83.7011884550085,84.57350272232304,77.75700934579437,52.43069993069993,54.64500176616037,59.48004124318753,66.1876584953508,50.64794816414687,55.36077235772358,56.44698255903689,33.36842105263158,60.68263473053892,69.95159059474412,85.33797216699803,76.18778280542985,75.18248175182482,53.97727272727272,59.60591133004923,29.755178907721277,44.96124031007753,65.73170731707317,50.0,73.87356363504549,36.38554216867469,57.16470074268238,49.91415256315918,10.957446808510639,76.50755510373827,77.48283752860411,31.555081912403878,78.10070873342478,71.42837939563394,28.909651499579557,49.99999999999999,23.143656716417908,51.167209554831715,27.99999999999999,72.13403880070547
GPT-4.1,59.5959595959596,36.866902237926965,90.95238095238096,87.43487588109102,50.28355387523629,88.59934853420197,41.27388535031848,48.99562194179759,0.0,0.5188067444876784,57.86097852028639,49.40577249575553,86.20689655172416,87.85046728971963,45.36036036036036,54.64500176616037,43.30534688466637,66.1876584953508,61.55507559395249,55.36077235772358,56.44698255903689,43.68421052631579,4.191616766467064,69.95159059474412,85.33797216699803,76.18778280542985,84.18491484184915,53.97727272727272,59.60591133004923,29.755178907721277,44.96124031007753,65.73170731707317,50.0,73.87356363504549,36.38554216867469,57.16470074268238,54.30463576158941,5.851063829787234,76.50755510373827,77.48283752860411,31.555081912403878,78.10070873342478,71.42837939563394,28.909651499579557,49.99999999999999,23.143656716417908,51.167209554831715,27.99999999999999,72.13403880070547
GPT-4.1 mini,43.29004329004329,73.31479657842398,80.95238095238095,79.08455364717275,63.68228929013754,86.9610000880359,60.06875714519026,48.99562194179759,46.88794567062816,0.0,57.86097852028639,11.544991511035658,80.21778584392014,84.11214953271028,52.43069993069993,54.64500176616037,26.95536897923109,66.1876584953508,25.593952483801296,55.36077235772358,56.44698255903689,67.91850594227505,60.68263473053892,69.95159059474412,85.33797216699803,76.18778280542985,75.18248175182482,53.97727272727272,59.60591133004923,29.755178907721277,44.96124031007753,65.73170731707317,50.0,73.87356363504549,36.38554216867469,57.16470074268238,49.91415256315918,3.723404255319149,76.50755510373827,77.48283752860411,31.555081912403878,78.10070873342478,71.42837939563394,28.909651499579557,49.99999999999999,23.143656716417908,51.167209554831715,27.99999999999999,93.20987654320987
GPT-4.1 nano,36.507936507936506,73.31479657842398,66.9047619047619,79.08455364717275,63.68228929013754,86.9610000880359,60.06875714519026,48.99562194179759,46.88794567062816,0.0,57.86097852028639,42.403243130868645,63.70235934664247,61.6822429906542,52.43069993069993,54.64500176616037,59.48004124318753,66.1876584953508,6.695464362850971,55.36077235772358,56.44698255903689,67.91850594227505,60.68263473053892,69.95159059474412,85.33797216699803,76.18778280542985,75.18248175182482,53.97727272727272,59.60591133004923,29.755178907721277,44.96124031007753,65.73170731707317,50.0,73.87356363504549,36.38554216867469,57.16470074268238,49.91415256315918,0.0,76.50755510373827,77.48283752860411,31.555081912403878,78.10070873342478,71.42837939563394,28.909651499579557,49.99999999999999,23.143656716417908,51.167209554831715,27.99999999999999,72.13403880070547
o3 (high),90.47619047619048,86.92579505300354,98.33333333333333,93.71743794054552,77.69376181474478,99.67426710097719,80.89171974522293,14.164305949008499,34.58064516129033,8.430609597924773,13.603818615751793,60.101867572156216,94.73684210526315,81.12149532710282,85.85585585585585,54.64500176616037,66.72558550596553,57.875457875457876,87.90496760259181,55.36077235772358,56.44698255903689,96.52631578947368,73.77245508982035,69.95159059474412,85.33797216699803,76.18778280542985,75.18248175182482,53.97727272727272,22.98850574712643,7.909604519774011,44.96124031007753,65.73170731707317,50.0,73.87356363504549,82.65060240963854,57.16470074268238,54.083885209713024,80.53191489361703,87.79631255487269,84.61956521739128,33.13273152791709,78.10070873342478,65.72212065813528,12.844996729888818,49.99999999999999,23.143656716417908,51.167209554831715,27.99999999999999,72.13403880070547
o4-mini (high),81.3852813852814,91.40164899882215,91.19047619047618,87.58810910205334,75.80340264650282,98.04560260586318,86.49681528662421,33.994334277620396,32.68817204301075,7.911802853437095,57.86097852028639,10.356536502546692,95.28130671506354,100.0,86.44144144144144,54.64500176616037,64.95802032699959,66.1876584953508,80.56155507559394,55.36077235772358,56.44698255903689,93.05263157894737,60.83832335329341,69.95159059474412,85.33797216699803,76.18778280542985,75.18248175182482,53.97727272727272,59.60591133004923,3.3898305084745766,44.96124031007753,65.73170731707317,50.0,73.87356363504549,36.38554216867469,57.16470074268238,28.256070640176603,62.4468085106383,60.98917178811824,87.17391304347827,28.786359077231694,78.10070873342478,77.14808043875686,9.731850882930019,49.99999999999999,23.143656716417908,51.167209554831715,27.99999999999999,72.13403880070547
GPT-5,91.4862914862915,93.63957597173145,92.85714285714286,95.40300337113086,88.65784499054821,100.0,91.97452229299363,57.22379603399434,67.74193548387098,12.84046692607004,26.014319809069203,70.96774193548389,90.92558983666062,91.58878504672897,78.24324324324324,26.845637583892614,84.8431285903668,66.1876584953508,62.057089486895116,74.39024390243902,55.953079178885645,94.3157894736842,86.70658682634729,69.95159059474412,95.42743538767397,76.18778280542985,75.18248175182482,77.27272727272727,98.85057471264358,32.20338983050848,44.96124031007753,65.73170731707317,50.0,73.87356363504549,36.38554216867469,49.08256880733945,78.58719646799116,69.8936170212766,75.62189054726369,96.1413043478261,31.555081912403878,77.16049382716051,89.99085923217552,40.876389797253104,49.99999999999999,3.1044776119402986,82.08469055374593,0.0,72.13403880070547
gpt-oss-120B,80.66378066378068,97.52650176678446,90.47619047619048,100.0,65.02835538752362,97.71986970684038,79.87261146496816,48.99562194179759,46.88794567062816,21.37719608536729,57.86097852028639,42.403243130868645,87.29582577132486,87.85046728971963,81.98198198198199,54.64500176616037,59.48004124318753,66.1876584953508,62.057089486895116,55.36077235772358,56.44698255903689,96.42105263157895,60.68263473053892,0.0,85.33797216699803,76.18778280542985,75.18248175182482,53.97727272727272,59.60591133004923,29.755178907721277,44.96124031007753,65.73170731707317,50.0,73.87356363504549,36.38554216867469,23.85321100917431,49.91415256315918,46.12367021276596,76.50755510373827,77.48283752860411,31.555081912403878,78.10070873342478,71.42837939563394,28.909651499579557,49.99999999999999,23.143656716417908,51.167209554831715,27.99999999999999,72.13403880070547
gpt-oss-20B,67.0995670995671,98.46878680800941,79.28571428571428,92.79803861477167,45.368620037807176,96.09120521172638,73.5031847133758,48.99562194179759,46.88794567062816,21.37719608536729,57.86097852028639,42.403243130868645,81.85117967332123,74.76635514018692,53.37837837837838,54.64500176616037,59.48004124318753,66.1876584953508,62.057089486895116,55.36077235772358,56.44698255903689,98.63157894736842,60.68263473053892,69.95159059474412,85.33797216699803,76.18778280542985,75.18248175182482,53.97727272727272,59.60591133004923,29.755178907721277,44.96124031007753,65.73170731707317,50.0,73.87356363504549,36.38554216867469,0.0,49.91415256315918,46.12367021276596,76.50755510373827,77.48283752860411,31.555081912403878,78.10070873342478,71.42837939563394,28.909651499579557,49.99999999999999,23.143656716417908,51.167209554831715,27.99999999999999,72.13403880070547
