model_name,AIME 2024,AIME 2025,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,CritPt,FrontierMath,GPQA Diamond,GSM8K,HLE (Humanity's Last Exam),HMMT Feb 2025,HMMT Nov 2025,HumanEval,IFEval,LiveBench,LiveCodeBench,MATH-500,MathArena Apex 2025,MMLU,MMLU-Pro,MMMU,MMMU-Pro,OSWorld,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Tau-Bench Retail,Terminal-Bench 2.0,Terminal-Bench 1.0
Claude 3.7 Sonnet,77.60358342665174,44.28739693757361,30.053475935828878,1.297016861219196,62.528216704288944,,0.0,20.73170731707317,,37.83783783783784,,0.0,85.69277108433734,,,,,91.58878504672897,94.97206703910615,,67.13375796178345,85.3211009174312,,87.86113134255888,81.61201348452344,12.068019747668622,,0.0,21.731748726655354,0.0,8.50439882697948,64.83931947069942,55.601659751037346,,65.12141280353202
Claude Haiku 4.5,,95.64193168433451,50.481283422459896,5.188067444876784,,,,,,,,,79.81927710843374,,,,,86.91588785046729,72.06703910614524,0.0,50.57324840764331,57.79816513761469,,70.8667152221413,77.01501685565431,,,50.78299776286354,,,49.12023460410559,85.63327032136104,,38.532110091743114,
Claude Opus 4,72.56438969764838,88.22143698468787,37.64705882352942,11.154345006485086,57.787810383747185,,,,,48.91891891891892,1.694915254237288,14.164305949008499,83.43373493975903,,7.311827956989246,0.0,,,85.19553072625699,,44.71337579617833,77.06422018348626,,87.37557659626121,94.79007048728162,38.94679100383981,,22.818791946308732,16.298811544991516,,38.41642228739003,97.16446124763705,56.431535269709556,61.314984709480115,73.50993377483444
Claude Opus 4.1,,40.63604240282685,,,,,,,,,,28.328611898016998,79.81927710843374,,67.31182795698925,,,89.7196261682243,,29.967426710097726,64.8407643312102,,,87.37557659626121,96.81274900398407,,,36.6890380313199,51.44312393887947,,0.0,87.90170132325142,,53.36391437308868,84.10596026490066
Claude Opus 4.5,88.80179171332587,91.51943462897526,85.02673796791443,48.76783398184177,,56.801909307875874,,79.26829268292683,,57.20720720720721,,45.3257790368272,89.00602409638554,,72.90322580645162,92.21556886227546,,93.6448598130841,86.03351955307262,100.0,70.95541401273886,33.94495412844037,,92.23112405923767,84.67667790376953,61.985737794843686,,85.68232662192392,99.83022071307302,,68.0058651026393,100.0,87.55186721991701,83.63914373088683,
Claude Opus 4.6,,100.0,100.0,89.23476005188068,,95.46539379474939,,100.0,,83.33333333333334,71.1864406779661,99.1501416430595,95.48192771084337,,78.06451612903224,,,93.45794392523365,97.20670391061452,,81.14649681528662,70.64220183486238,,92.23112405923767,87.74134232301563,41.68952276467361,66.30036630036629,100.0,99.83022071307302,,96.48093841642232,99.81096408317579,100.0,91.43730886850152,
Claude Sonnet 4,36.61814109742442,72.08480565371023,42.24598930481284,7.652399481193256,48.645598194130926,,,,,,,,71.53614457831326,,4.516129032258063,0.0,,80.37383177570094,79.32960893854747,,46.11464968152866,75.22935779816513,,81.7916970138383,90.34630707937481,27.42731760833792,,31.319910514541384,4.584040747028864,,58.6510263929619,84.49905482041588,52.69709543568464,54.12844036697248,67.77041942604856
Claude Sonnet 4.5,86.56215005599104,84.68786808009423,67.59358288770055,17.639429312581065,,,73.16359379572724,,37.15722120658135,30.630630630630627,,,83.5843373493976,,34.623655913978496,75.80838323353294,,74.76635514018692,81.8435754189944,27.36156351791533,70.95541401273886,83.48623853211006,4.656716417910448,81.7916970138383,96.16916947594238,46.077893582007654,15.38461538461537,74.72035794183445,57.385398981324286,74.34782608695649,61.290322580645174,93.00567107750473,76.34854771784232,60.70336391437308,100.0
Claude Sonnet 4.6,,96.46643109540636,58.288770053475936,78.33981841763944,,81.14558472553698,,,,54.5045045045045,,84.98583569405099,69.57831325301204,,73.76344086021504,,,89.7196261682243,91.62011173184358,,78.59872611464968,86.697247706422,,90.2889050740471,84.67667790376953,26.33022490400439,56.043956043956044,99.55257270693511,93.03904923599322,,74.78005865102642,97.54253308128543,87.96680497925308,85.6269113149847,
Command A,21.612541993281077,,,,71.6704288939052,,,,,,,,25.75301204819277,,,,,70.84112149532712,70.11173184357541,,20.0,11.009174311926625,,79.36392328235009,59.39319644498927,,,,31.91850594227505,,,18.903591682419655,,,
