model_name,AIME 2024,AIME 2025,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,CritPt,FrontierMath,GPQA Diamond,GSM8K,HLE (Humanity's Last Exam),HMMT Feb 2025,HMMT Nov 2025,HumanEval,IFEval,LiveBench,LiveCodeBench,MATH-500,MathArena Apex 2025,MMLU,MMLU-Pro,MMMU,MMMU-Pro,OSWorld,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Tau-Bench Retail,Terminal-Bench 2.0,Terminal-Bench 1.0
Amazon Nova Premier,67.91850594227506,73.4314880251276,46.12367021276596,21.37719608536729,62.057089486895116,57.86097852028639,76.50755510373828,55.36077235772358,71.42837939563394,52.43069993069993,29.755178907721284,48.99562194179759,43.290043290043286,73.87356363504549,46.887945670628184,60.68263473053892,78.10070873342478,65.42056074766354,76.40653357531761,51.16720955483171,60.52161358811041,71.66123778501628,23.143656716417908,84.28571428571429,79.08455364717274,0.0,66.1876584953508,54.645001766160355,42.403243130868645,77.48283752860411,56.446982559036904,27.221172022684303,69.95159059474412,57.16470074268239,49.91415256315919
Amazon Nova Pro,67.91850594227506,73.4314880251276,46.12367021276596,21.37719608536729,62.057089486895116,57.86097852028639,76.50755510373828,55.36077235772358,71.42837939563394,52.43069993069993,29.755178907721284,48.99562194179759,31.601731601731604,73.87356363504549,46.887945670628184,60.68263473053892,78.10070873342478,61.6822429906542,72.77676950998185,51.16720955483171,60.52161358811041,58.631921824104225,23.143656716417908,80.71428571428572,79.08455364717274,59.48004124318752,66.1876584953508,54.645001766160355,42.403243130868645,77.48283752860411,56.446982559036904,63.33366497529266,69.95159059474412,57.16470074268239,49.91415256315919
Claude 3.7 Sonnet,78.94736842105263,44.28739693757361,30.425531914893618,1.297016861219196,64.14686825053995,57.86097852028639,0.0,20.73170731707317,71.42837939563394,37.83783783783784,29.755178907721284,0.0,86.29148629148628,73.87356363504549,46.887945670628184,60.68263473053892,78.10070873342478,91.58878504672897,96.73321234119783,51.16720955483171,67.13375796178345,94.78827361563518,23.143656716417908,88.09523809523809,81.61201348452344,29.164825452938558,66.1876584953508,0.0,21.731748726655354,0.0,8.50439882697948,64.83931947069942,55.601659751037346,57.16470074268239,65.12141280353202
Claude Haiku 4.5,67.91850594227506,95.64193168433451,50.744680851063826,5.188067444876784,62.057089486895116,57.86097852028639,76.50755510373828,55.36077235772358,71.42837939563394,52.43069993069993,29.755178907721284,48.99562194179759,80.66378066378067,73.87356363504549,46.887945670628184,60.68263473053892,78.10070873342478,86.91588785046729,81.85117967332124,0.0,50.57324840764331,85.01628664495114,23.143656716417908,71.42857142857143,77.01501685565431,59.48004124318752,66.1876584953508,50.78299776286354,42.403243130868645,77.48283752860411,49.12023460410559,85.63327032136104,69.95159059474412,38.532110091743114,49.91415256315919
Claude Opus 4,74.21052631578947,88.22143698468787,37.97872340425532,11.154345006485086,59.61123110151188,57.86097852028639,76.50755510373828,55.36077235772358,71.42837939563394,48.91891891891892,1.694915254237288,14.164305949008499,84.12698412698413,73.87356363504549,7.311827956989246,0.0,78.10070873342478,75.6216927734632,90.38112522686026,51.16720955483171,44.71337579617833,91.85667752442997,23.143656716417908,87.6190476190476,94.79007048728162,50.817498895271775,66.1876584953508,22.818791946308732,16.298811544991516,77.48283752860411,38.41642228739003,97.16446124763705,56.431535269709556,61.314984709480115,73.50993377483444
Claude Opus 4.1,67.91850594227506,40.63604240282685,46.12367021276596,21.37719608536729,62.057089486895116,57.86097852028639,76.50755510373828,55.36077235772358,71.42837939563394,52.43069993069993,29.755178907721284,28.328611898016998,80.66378066378067,73.87356363504549,67.31182795698925,60.68263473053892,78.10070873342478,89.7196261682243,80.43224866440019,29.967426710097726,64.8407643312102,87.27289178429243,23.143656716417908,87.6190476190476,96.81274900398407,59.48004124318752,66.1876584953508,36.6890380313199,51.44312393887947,77.48283752860411,0.0,87.90170132325142,69.95159059474412,53.36391437308868,84.10596026490066
Claude Opus 4.5,89.47368421052632,91.51943462897526,85.1063829787234,48.76783398184177,62.057089486895116,56.801909307875874,76.50755510373828,79.26829268292683,71.42837939563394,57.20720720720721,29.755178907721284,45.3257790368272,89.46608946608947,73.87356363504549,72.90322580645162,92.21556886227546,78.10070873342478,93.6448598130841,90.92558983666062,100.0,70.95541401273886,76.5472312703583,23.143656716417908,92.38095238095238,84.67667790376953,69.37693327441453,66.1876584953508,85.68232662192392,99.83022071307302,77.48283752860411,68.0058651026393,100.0,87.55186721991701,83.63914373088683,49.91415256315919
Claude Opus 4.6,67.91850594227506,100.0,100.0,89.23476005188068,62.057089486895116,95.46539379474939,76.50755510373828,100.0,71.42837939563394,83.33333333333334,71.1864406779661,99.1501416430595,95.67099567099568,73.87356363504549,78.06451612903224,60.68263473053892,78.10070873342478,93.45794392523365,98.18511796733212,51.16720955483171,81.14649681528662,89.57654723127035,23.143656716417908,92.38095238095238,87.74134232301563,53.026955368979245,66.30036630036629,100.0,99.83022071307302,77.48283752860411,96.48093841642232,99.81096408317579,100.0,91.43730886850152,49.91415256315919
Claude Sonnet 4,40.421052631578945,72.08480565371023,42.5531914893617,7.652399481193256,50.863930885529165,57.86097852028639,76.50755510373828,55.36077235772358,71.42837939563394,52.43069993069993,29.755178907721284,48.99562194179759,72.72727272727273,73.87356363504549,4.516129032258063,0.0,78.10070873342478,80.37383177570094,86.5698729582577,51.16720955483171,46.11464968152866,91.20521172638436,23.143656716417908,82.14285714285714,90.34630707937481,41.53778170570043,66.1876584953508,31.319910514541384,4.584040747028864,77.48283752860411,58.6510263929619,84.49905482041588,52.69709543568464,54.12844036697248,67.77041942604856
Claude Sonnet 4.5,87.36842105263159,84.68786808009423,67.76595744680851,17.639429312581065,62.057089486895116,57.86097852028639,73.16359379572724,55.36077235772358,37.15722120658135,30.630630630630627,29.755178907721284,48.99562194179759,84.27128427128429,73.87356363504549,34.623655913978496,75.80838323353294,78.10070873342478,74.76635514018692,88.2032667876588,27.36156351791533,70.95541401273886,94.13680781758956,4.656716417910448,82.14285714285714,96.16916947594238,56.562085726911185,15.38461538461537,74.72035794183445,57.385398981324286,74.34782608695649,61.290322580645174,93.00567107750473,76.34854771784232,60.70336391437308,100.0
