model_name,AIME 2024,AIME 2025,ARC-AGI-1,ARC-AGI-2,Arena-Hard Auto,BrowseComp,BRUMO 2025,Chatbot Arena Elo,CMIMC 2025,Codeforces Rating,FrontierMath,GPQA Diamond,HLE (Humanity's Last Exam),HMMT Feb 2025,HumanEval,IFEval,LiveCodeBench,MATH-500,MathArena Apex 2025,MMLU,MMLU-Pro,MMMU,OSWorld,SimpleQA,SMT 2025,SWE-bench Pro,SWE-bench Verified,Terminal-Bench 2.0,Terminal-Bench 1.0
Claude 3.7 Sonnet,0.36888183263391905,-1.1180934896559516,-0.5298035779649911,-0.7159757090726067,0.019924893364823414,0.0,-3.1576307836195987,-1.1850850104721604,0.0,-0.6830275200853563,-1.3713703998238078,0.7763354243736242,0.0,0.0,0.7696037842431611,0.9756540017513721,0.2072665061401118,0.416029701814992,0.0,0.45200105134481516,0.09329192233736669,-1.2746835977484376,-1.8081839377442621,-0.7138828728861778,-3.0006061873892063,-1.603343725123616,0.028539227172344358,0.0,0.5080751325989042
Claude Haiku 4.5,0.0,0.8455739458536882,0.09658759318730768,-0.5817040386858705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5588854324222154,0.0,0.0,0.5295163886557803,0.04166729902410871,-0.41957901686956367,-0.20091068883336333,0.0,-0.37794313219523873,-0.12148690800709655,0.0,-0.12779235759106108,0.0,0.0,-0.24502841617287366,0.7179574208258456,-0.7577376578880015,0.0
Claude Opus 4,0.20764026766140412,0.561833009071332,-0.2969565981125659,-0.3758208107595417,-0.14380575211133348,0.0,0.0,0.0,0.0,-0.209990247628655,-0.9749164077591065,0.6927008120846206,-1.380301548327186,-1.8890225359234403,0.0,0.5770011408311988,-0.6413858942422181,0.2309475846204857,0.0,0.4282883603865276,0.7089912359914943,-0.4219340132653491,-1.053118117587317,-0.9015074697158,0.0,-0.6029959885678352,1.1002711463973331,0.168780955449848,0.7883359315486221
Claude Opus 4.1,0.0,-1.2577120458504445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5784624156944053,0.5588854324222154,0.7123264729173016,0.0,0.6735688260082088,0.0,0.12047251064646457,0.0,0.0,0.4282883603865276,0.8034939213430586,0.0,-0.5941565406291744,0.3121891410258193,0.0,-1.8877563168894758,0.7931666783153186,-0.15456782235933453,1.1423495723272132
Claude Opus 4.5,0.72719642146173,0.6879400920857125,1.1558773747694673,0.9221386696455746,0.0,-0.032660952083243586,0.0,0.8181694753149665,0.0,0.143826248843024,-0.10271762521676363,0.8989995223974963,0.9073384032124868,0.9816057503624277,0.8752422383016081,0.6111713860529276,0.3519231652961908,-0.7355923607286049,0.0,0.6654152699694001,0.23647780923367553,0.3089942020058694,1.027014190884266,1.983220706539643,0.0,0.3865636841623449,1.1942827182591742,1.0766448316063981,0.0
Claude Opus 4.6,0.0,1.0122154484084054,1.61501226461932,2.31856404166763,0.0,1.159693805659936,0.0,1.5276554390312407,0.0,1.2591173790254904,1.4038075446291014,1.138752077625973,1.0873494157926578,0.0,0.8656387424781133,1.0667746556759827,0.737674256379068,0.08699482680253555,0.0,0.6654152699694001,0.37966369612998435,-0.334918749542585,1.5007809800023495,1.983220706539643,0.0,1.3388555000404465,1.188015280135051,1.3937753636884809,0.0
Claude Sonnet 4,-0.9425495624758692,-0.055190932820458664,-0.1559365962301113,-0.4966653141076042,-0.4595719969582079,0.0,0.0,0.0,0.0,0.0,0.0,0.2522251873625358,-1.4778075134747786,-1.8890225359234403,0.19339403483344728,0.33780942427909394,-0.5883451192183224,0.1898182252439281,0.0,0.1555924143662245,0.501371699991847,-0.7873981209009571,-0.7718190865484554,-1.3060730066296733,0.0,0.0737098332198998,0.6803527920811095,-0.12347659372383624,0.5965785427935517
Claude Sonnet 4.5,0.6555335036961678,0.42671827727021,0.6213131815871391,-0.15203469344831477,0.0,0.0,-0.13801245054937844,0.0,-1.15697418794542,-0.9906940387563815,0.0,0.6982764529038881,-0.42774327342378116,0.4708576007245524,-0.09471083987140962,0.440320159944282,0.3519231652961908,0.3749003424384344,-0.6479054820807282,0.1555924143662245,0.7734248850948336,-0.19569432758616304,0.6642864929657337,0.5174035438082187,-0.12140668862147626,0.16197580997482153,0.9623875076666327,0.143907972541449,1.6733700334951003
Claude Sonnet 4.6,0.0,0.8771007166072834,0.3359936428947307,1.9426033645847693,0.0,0.7180809324217214,0.0,0.0,0.0,0.02845130434138954,1.0073535525644002,0.17974185671206544,0.9373402386425153,0.0,0.6735688260082088,0.8389730208644552,0.6412364836083487,0.44687672134740947,0.0,0.5705645061362514,0.23647780923367553,-0.8222042263900632,1.4859757678424093,1.7486899605026152,0.0,0.613113024499978,1.112806022645578,1.157482026058694,0.0
Command A,-1.4226911115051357,0.0,0.0,0.0,0.3356911382116978,0.0,0.0,0.0,0.0,0.0,0.0,-1.442769621694603,0.0,0.0,-0.2963842521648089,-0.03806327315992626,-1.5768322901181955,-1.2497093529355676,0.0,0.03702895957478824,-0.9448057576608723,0.0,0.0,-0.36208675383063593,0.0,0.0,-1.494448236989481,0.0,0.0
