model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,MMMU-Pro,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Tau-Bench Retail,CritPt,GSM8K,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,HMMT Nov 2025,CMIMC 2025,MathArena Apex 2025,LiveBench
o3-mini (high),78.93217893217894,84.09893992932862,83.0952380952381,84.67667790376954,40.26465028355386,97.557003257329,78.72611464968153,16.997167138810198,20.000000000000004,3.891050583657588,0.0,1.018675721561972,87.29582577132486,98.31775700934578,59.909909909909906,0.0,31.632222163531544,26.11627690708805,41.576673866090715,15.853658536585366,50.62343014351928,86.63157894736842,40.83832335329341,25.013915615407115,18.802022546611088,80.23950853102941,13.105187031312035,30.883888907198244,36.702127659574465,30.42232544246499,41.65047295950957,0.0,13.084202693177275,0.0,17.094296285602354
GPT-4.5,66.95526695526696,20.874327728642605,89.52380952380952,75.94238430891816,18.90359168241966,72.00518407832838,27.133478261512565,81.29104744142225,6.752896956971824,1.0376134889753568,9.407622267406623,83.7011884550085,84.57350272232304,77.75700934579437,35.72266622740987,51.98977566958438,0.0,18.656670205738635,50.64794816414687,61.81026513605642,0.0,33.36842105263158,24.171112674327816,61.30177601558921,0.0,55.81750340480858,33.707931389015194,72.07267839934421,10.957446808510639,37.52254409379816,0.0,0.0,0.0,0.7225824792283788,0.0
GPT-4.1,59.5959595959596,36.866902237926965,90.95238095238096,87.43487588109102,50.28355387523629,88.59934853420197,41.27388535031848,58.29668375637044,0.0,0.5188067444876784,0.0,49.40577249575553,86.20689655172416,87.85046728971963,45.36036036036036,31.94344520069577,43.30534688466637,78.15809110824755,61.55507559395249,53.41045407825428,10.732322615433993,43.68421052631579,4.191616766467064,44.88506350457569,0.1807674721859751,65.42707776657548,57.91655587426975,54.30463576158941,5.851063829787234,23.446630495562026,19.13336020453042,0.0,0.0,40.69394467389779,3.966568031553816
GPT-4.1 mini,43.29004329004329,36.41587085292885,80.95238095238095,81.07249771072748,24.374465461208857,85.93682090007034,47.23786252251294,63.745340219116166,16.261134349230723,0.0,0.0,11.544991511035658,80.21778584392014,84.11214953271028,26.509531436676475,2.2601854839618127,26.95536897923109,62.67012402776537,25.593952483801296,19.085691878887594,35.87269916086523,43.79883002515933,2.8654979759304027,28.54987103234358,20.20562285829925,83.86252504518244,46.83699931902972,30.871934744369096,3.723404255319149,19.742966479181895,11.872627672609234,0.0,0.0,34.41545420473686,0.5322850665257128
GPT-4.1 nano,36.507936507936506,21.15251155042875,66.9047619047619,58.59049569080054,15.190750969523776,82.59989060880802,39.243121683039035,77.19605420971165,27.773299791286533,0.0,0.0,6.835367422882754,63.70235934664247,61.6822429906542,19.997075296185564,1.4562919218795827,0.0,19.675049396565825,6.695464362850971,13.31382497068904,18.100574773381872,40.07554989053922,34.33498426845162,18.652387669514145,27.005095622560045,81.10082507125172,20.133603806676575,16.768778841404284,0.0,39.33471540575117,0.0,0.0,0.0,15.734028243537495,0.0
o3 (high),90.47619047619048,86.92579505300354,98.33333333333333,93.71743794054552,77.69376181474478,99.67426710097719,80.89171974522293,14.164305949008499,34.58064516129033,8.430609597924773,13.603818615751793,60.101867572156216,94.73684210526315,81.12149532710282,85.85585585585585,65.1683778115918,66.72558550596553,57.875457875457876,87.90496760259181,70.45338143277712,68.46955503160979,96.52631578947368,73.77245508982035,34.548152488071466,7.909604519774011,72.26055019784863,49.93231434707086,54.083885209713024,80.53191489361703,87.79631255487269,84.61956521739128,59.21758431731553,65.72212065813528,2.7846918458387506,58.77407181244328
o4-mini (high),81.3852813852814,91.40164899882215,91.19047619047618,87.58810910205334,75.80340264650282,98.04560260586318,86.49681528662421,33.994334277620396,32.68817204301075,7.911802853437095,0.27886711176932266,10.356536502546692,95.28130671506354,100.0,86.44144144144144,17.790938914728457,64.95802032699959,82.91568706801051,80.56155507559394,54.989899911942835,64.36751791959827,93.05263157894737,60.83832335329341,9.158855308985302,3.3898305084745766,88.78299072481623,37.028320132443696,28.256070640176603,62.4468085106383,60.98917178811824,87.17391304347827,52.43825842605226,77.14808043875686,0.0,40.49890675077822
GPT-5,91.4862914862915,93.63957597173145,92.85714285714286,95.40300337113086,88.65784499054821,100.0,91.97452229299363,57.22379603399434,67.74193548387098,12.84046692607004,26.014319809069203,70.96774193548389,90.92558983666062,91.58878504672897,78.24324324324324,26.845637583892614,84.8431285903668,47.8857496079262,17.531311252920343,74.39024390243902,55.953079178885645,94.3157894736842,86.70658682634729,50.20821929820114,32.20338983050848,55.81437043759276,49.08256880733945,78.58719646799116,69.8936170212766,75.62189054726369,96.1413043478261,77.16049382716051,89.99085923217552,3.1044776119402986,82.08469055374593
gpt-oss-120B,80.66378066378068,97.52650176678446,90.47619047619048,100.0,65.02835538752362,97.71986970684038,79.87261146496816,53.104207321751986,31.27055056291279,2.698783251409992,8.831964919763728,37.51365385142492,87.29582577132486,87.85046728971963,81.98198198198199,31.61238547113519,92.36490861510781,71.06125906571422,62.46625725955881,67.36729342315127,41.81447664104717,96.42105263157895,66.43581648027649,0.0,9.614734739561374,81.13875897427278,23.85321100917431,23.185627829466775,59.68606894608213,78.10910708022325,100.0,37.00142118750172,85.8309222178166,6.940883848252938,61.61769008931073
gpt-oss-20B,67.0995670995671,98.46878680800941,79.28571428571428,92.79803861477167,45.368620037807176,96.09120521172638,73.5031847133758,5.660241032017026,8.327488405938457,1.0074207120215561,0.0,34.00204362352069,81.85117967332123,74.76635514018692,53.37837837837838,55.09126012172353,66.60565304933709,23.728604780736475,81.43633943580835,40.93516150926988,39.13826264766403,98.63157894736842,59.452287504600896,0.0,7.462679561722412,81.82355230423227,0.0,10.278264776922786,50.97527802286439,70.64187181275452,76.73264167734388,0.0,38.82505519160084,2.126664543371973,38.65779983966574
GPT-5.1,91.05339105339104,92.93286219081273,90.47619047619048,96.1691694759424,91.30434782608695,99.3485342019544,88.78980891719745,73.6543909348442,60.86021505376344,22.82749675745785,38.18615751789976,70.96774193548389,100.0,94.35103583084579,86.96075474869312,31.12993690164575,84.8431285903668,95.970695970696,59.303092633511994,76.82926829268293,65.3958944281525,92.19462749725132,81.7956465883243,52.85244479061958,21.650421126878108,63.644778458176184,68.04281345565748,77.7371545055919,77.44680851063829,80.47995317529997,93.58695652173913,85.73388203017834,94.28702010968922,3.1044776119402986,76.65156468227934
GPT-5.2,98.41269841269842,100.0,85.71428571428571,94.94330370824396,98.29867674858222,100.0,86.24203821656052,100.0,67.74193548387098,68.61219195849547,80.90692124105011,76.06112054329373,100.0,93.45794392523365,90.09009009009009,22.81879194630873,95.75784357048168,100.0,27.499331352591216,62.19512195121951,96.48093841642232,100.0,100.0,83.8174273858921,65.53672316384181,50.283170973469,77.82874617737002,92.23511729422317,96.27659574468085,95.11267193444542,96.1413043478261,100.0,92.84734917733091,40.417910447761194,100.0
GPT-5.3-Codex,80.80808080808082,92.93286219081273,100.0,100.0,54.44234404536861,94.46254071661237,92.61146496815287,96.2199028482413,75.96192359599786,53.73123704996888,70.67153435173117,56.1855119008419,94.55535390199637,89.7196261682243,62.572201063611864,82.10290827740492,83.9593460008838,100.0,59.5535614894579,69.38365342005898,100.0,76.81440763659707,73.41154476564853,42.16054003636799,60.547048541063916,100.0,94.18960244648318,35.893930526244496,81.49479811591837,100.0,90.60387996191376,73.17381336086406,87.06407837627597,49.5959799966961,87.751969556999
Claude 3.7 Sonnet,86.2914862914863,44.28739693757361,88.0952380952381,81.61201348452346,64.83931947069942,94.78827361563518,67.13375796178345,0.0,20.001856321859357,1.297016861219196,0.0,21.73174872665535,96.73321234119781,91.58878504672897,37.83783783783784,0.0,29.164825452938558,6.358126681752161,64.14686825053997,20.73170731707317,8.50439882697948,78.94736842105263,18.903077193232058,55.601659751037346,0.19273402524595618,47.89031484971729,0.0,65.12141280353202,30.425531914893618,0.0,0.0,0.0,0.0,0.0,0.0
Claude Sonnet 4,72.72727272727275,72.08480565371025,82.14285714285714,90.34630707937481,84.49905482041586,91.20521172638436,46.11464968152867,12.190760266087338,4.516129032258064,7.652399481193256,0.0,4.584040747028865,86.5698729582577,80.37383177570094,52.6159907527741,31.319910514541384,41.53778170570043,42.277250405887315,50.86393088552916,56.085851137967474,58.6510263929619,40.421052631578945,0.0,52.69709543568464,8.247760066237088,56.260994827241035,54.12844036697247,67.77041942604858,42.5531914893617,28.535844464252833,50.60264422109424,9.432287369929796,12.014833246479867,53.32634647454504,0.0
Claude Opus 4,84.12698412698413,88.22143698468787,87.6190476190476,94.79007048728164,97.16446124763706,91.85667752442997,44.71337579617834,14.164305949008499,7.311827956989246,11.154345006485086,0.0,16.298811544991516,90.38112522686025,80.01524358824116,48.91891891891892,22.81879194630873,50.817498895271775,49.00964477524198,59.61123110151188,65.487265563423,38.41642228739003,74.21052631578948,0.0,56.43153526970956,1.6949152542372883,43.34786036512332,61.314984709480115,73.50993377483444,37.97872340425533,25.931300411778977,84.29887179433696,0.0,17.670176152427842,39.87882674526858,4.182500996852411
Claude Opus 4.1,80.66378066378068,40.63604240282685,87.6190476190476,96.81274900398407,87.9017013232514,84.96808957389653,64.84076433121021,28.328611898016998,67.31182795698925,1.3621154511965727,14.55177647328663,51.44312393887947,86.07364318162466,89.7196261682243,25.310714545310297,36.6890380313199,63.58268854405378,0.0,0.0,58.14921960270943,0.0,81.74952217828536,64.21193958902836,70.676145918612,32.81385799883749,29.996898230601364,53.36391437308868,84.10596026490066,18.017054035979555,26.031267501775204,64.72418470482124,0.0,1.174637819268412,20.385614841248298,29.967426710097726
Claude Sonnet 4.5,84.27128427128429,84.68786808009423,82.14285714285714,96.1691694759424,93.00567107750472,94.13680781758957,70.95541401273886,0.0,34.6236559139785,17.639429312581065,23.011283260085975,57.38539898132428,88.2032667876588,74.76635514018692,30.63063063063063,74.72035794183445,56.56208572691118,15.384615384615369,72.3729865950367,60.5295482544504,61.290322580645174,87.36842105263158,75.80838323353294,76.34854771784232,14.29567363135665,35.52430928679065,60.70336391437308,100.0,67.76595744680851,73.16359379572724,74.34782608695649,37.069933105092744,37.15722120658135,4.656716417910448,27.361563517915325
