model_name,GPQA Diamond,AIME 2025,MMLU,MMLU-Pro,SWE-bench Verified,MATH-500,LiveCodeBench,FrontierMath,HLE (Humanity's Last Exam),ARC-AGI-2,BrowseComp,SimpleQA,IFEval,HumanEval,Codeforces Rating,OSWorld,MMMU,MMMU-Pro,Arena-Hard Auto,Chatbot Arena Elo,SWE-bench Pro,AIME 2024,HMMT Feb 2025,Tau-Bench Retail,CritPt,GSM8K,Terminal-Bench 2.0,Terminal-Bench 1.0,ARC-AGI-1,BRUMO 2025,SMT 2025,HMMT Nov 2025,CMIMC 2025,MathArena Apex 2025,LiveBench
o3-mini (high),78.93217893217894,84.09893992932862,83.09523809523812,84.67667790376953,40.26465028355386,97.55700325732899,78.72611464968152,16.997167138810198,20.0,3.8910505836575875,,1.018675721561972,87.29582577132487,98.31775700934578,59.909909909909906,,,,41.576673866090715,15.853658536585366,,86.63157894736841,40.83832335329342,,,,,,36.702127659574465,,,,,,
GPT-4.5,66.95526695526696,,89.5238095238095,75.94238430891818,18.903591682419655,,,,,1.0376134889753568,,83.7011884550085,84.57350272232304,77.75700934579439,,,,,50.647948164146875,,,33.36842105263158,,,,,,,10.957446808510639,,,,,,
GPT-4.1,59.59595959595959,36.866902237926965,90.95238095238096,87.43487588109102,50.2835538752363,88.59934853420197,41.27388535031848,,0.0,0.5188067444876784,,49.40577249575552,86.20689655172414,87.85046728971963,45.36036036036036,,43.30534688466637,,61.55507559395249,,,43.684210526315795,4.191616766467064,,,,,54.30463576158942,5.851063829787234,,,,,,
o3 (high),90.47619047619048,86.92579505300354,98.33333333333333,93.71743794054552,77.69376181474478,99.6742671009772,80.89171974522293,14.164305949008499,34.58064516129033,8.430609597924773,13.603818615751795,60.10186757215622,94.73684210526315,81.1214953271028,85.85585585585585,,66.72558550596553,57.87545787545787,87.9049676025918,,,96.52631578947368,73.77245508982037,,7.90960451977401,,,54.083885209713024,80.53191489361703,87.79631255487269,84.61956521739128,,65.72212065813528,,
o4-mini (high),81.38528138528139,91.40164899882215,91.19047619047619,87.58810910205334,75.80340264650282,98.0456026058632,86.49681528662421,33.994334277620396,32.68817204301075,7.911802853437094,,10.356536502546692,95.28130671506354,100.0,86.44144144144144,,64.95802032699959,,80.56155507559394,,,93.05263157894737,60.83832335329342,,3.389830508474576,,,28.256070640176606,62.4468085106383,60.989171788118234,87.17391304347827,,77.14808043875685,,
GPT-5,91.48629148629149,93.63957597173145,92.85714285714286,95.40300337113085,88.65784499054821,100.0,91.97452229299363,57.22379603399433,67.74193548387098,12.840466926070041,26.014319809069203,70.96774193548387,90.92558983666062,91.58878504672897,78.24324324324324,26.845637583892618,84.8431285903668,,,74.39024390243902,55.953079178885645,94.3157894736842,86.7065868263473,,32.20338983050848,,49.08256880733945,78.58719646799116,69.8936170212766,75.62189054726369,96.14130434782608,77.16049382716051,89.99085923217551,3.1044776119402986,82.08469055374593
gpt-oss-120B,80.66378066378067,97.52650176678446,90.47619047619048,100.0,65.02835538752362,97.71986970684038,79.87261146496816,,,,,,87.29582577132487,87.85046728971963,81.98198198198197,,,,,,,96.42105263157895,,0.0,,,23.85321100917431,,,,,,,,
gpt-oss-20B,67.09956709956711,98.46878680800943,79.28571428571428,92.79803861477168,45.368620037807176,96.09120521172638,73.5031847133758,,,,,,81.85117967332124,74.76635514018692,53.37837837837838,,,,,,,98.63157894736842,,,,,0.0,,,,,,,,
GPT-5.1,91.05339105339105,92.93286219081273,90.47619047619048,96.16916947594238,91.30434782608694,99.34853420195438,88.78980891719746,73.65439093484419,60.86021505376345,22.827496757457848,38.18615751789976,70.96774193548387,,,,,84.8431285903668,95.970695970696,,76.82926829268293,65.3958944281525,,,,,,68.0428134556575,,77.4468085106383,80.47995317529997,93.58695652173913,85.73388203017834,94.28702010968921,3.1044776119402986,
GPT-5.2,98.41269841269842,100.0,85.71428571428571,94.94330370824396,98.29867674858222,100.0,86.24203821656052,100.0,67.74193548387098,68.61219195849546,80.90692124105013,76.06112054329373,100.0,93.45794392523365,90.09009009009009,22.818791946308732,95.7578435704817,100.0,,62.19512195121951,96.48093841642232,100.0,100.0,83.8174273858921,65.5367231638418,,77.82874617737002,,96.27659574468085,95.11267193444542,96.14130434782608,100.0,92.84734917733091,40.41791044776119,
